YR,ST,FIPS5,ROWS_ALL,APPS,APPS_WIDE,DENIED,ORIG,ORIG_RS,ORIG_HOEPA,ORIG_LIEN1,ORIG_LIEN1_RS,AVG_RS
2017,IA,19023,543,421,493,65,341,8,0,259,8,2.125000
2017,IA,19063,219,174,199,25,144,10,0,139,10,2.600000
2015,OH,39033,949,772,866,218,528,76,0,486,71,2.381579
2016,VT,50027,1778,1379,1607,378,937,27,0,878,27,2.407407
2017,OK,40147,2028,1450,1725,299,1096,152,0,975,147,2.743421
2017,TX,48281,919,618,796,145,436,54,0,422,53,2.648148
2016,IL,17057,839,585,659,165,409,43,0,392,43,2.279070
2017,GA,13213,1263,894,1110,325,531,91,0,486,91,3.263736
2017,PR,72095,97,85,92,45,35,3,0,19,3,2.000000
2016,KY,21223,364,288,345,91,175,45,0,153,44,2.177778
2016,MT,30047,1247,827,994,206,574,11,0,562,10,2.909091
2016,OK,40051,2543,1832,2135,499,1255,134,0,1096,127,3.373134
2017,NE,31053,1224,927,1049,144,769,17,0,704,16,2.588235
2016,MN,27049,2479,1889,2148,349,1479,54,0,1371,48,2.722222
2016,GA,13091,586,502,550,119,370,69,0,351,69,2.898551
2017,MN,27135,426,307,357,49,248,16,0,235,16,2.000000
2016,MO,29055,1014,791,926,210,534,95,0,497,93,2.631579
2015,PR,72015,317,258,289,102,144,12,0,88,12,2.833333
2016,MO,29179,175,131,166,43,71,21,0,66,21,3.285714
2017,GA,13181,330,253,301,51,193,42,0,186,42,2.880952
2015,KY,21175,127,94,122,45,42,5,0,41,5,5.800000
2017,AR,05011,251,160,212,71,82,17,0,77,17,3.529412
2017,MN,27119,1124,841,950,124,694,54,0,644,54,2.629630
2015,AL,01075,342,255,311,81,167,56,0,160,55,3.482143
2017,TX,48365,542,388,505,164,211,60,0,194,59,3.800000
2016,GA,13253,284,211,256,66,141,18,0,137,18,3.888889
2017,CO,08057,65,47,58,5,41,2,0,37,2,2.500000
2017,CA,06105,500,336,421,84,231,18,0,226,18,2.000000
2015,WV,54031,532,459,501,140,294,90,0,272,89,3.066667
2015,SD,46011,486,366,428,67,282,6,0,263,5,3.500000
2016,VT,50015,1344,1026,1209,250,743,36,0,703,34,2.444444
2017,IL,17133,1821,1328,1566,203,1065,30,0,1002,30,2.033333
2017,MO,29229,598,477,547,133,334,55,0,318,55,2.581818
2017,SC,45005,142,113,135,65,45,15,0,40,15,3.333333
2016,MN,27033,281,231,246,57,159,14,0,149,14,2.428571
2015,ND,38069,82,66,77,19,46,6,0,46,6,3.500000
2017,CO,08103,314,200,258,37,153,15,0,148,15,2.200000
2017,IL,17129,618,479,532,63,402,27,0,336,25,2.851852
2015,NC,37029,605,404,505,103,291,14,0,272,13,2.571429
2015,TN,47151,786,625,754,211,387,159,1,376,157,3.635220
2016,MO,29117,290,216,254,57,152,19,0,137,19,2.263158
2017,IA,19037,334,298,325,44,243,4,0,201,4,2.250000
2015,MI,26001,326,242,292,59,167,16,0,159,16,2.250000
2016,TX,48065,248,192,218,45,125,15,0,106,15,2.600000
2017,SD,46005,286,230,251,50,163,10,0,155,10,2.600000
2016,OR,41065,1222,844,1087,238,576,16,1,563,14,2.687500
2015,WI,55121,793,616,751,119,472,23,1,448,20,3.347826
2016,ID,16081,855,640,769,158,455,17,0,447,16,2.941176
2016,VA,51063,584,416,511,122,283,30,0,261,29,3.266667
2015,MN,27073,143,114,128,26,83,3,0,74,3,2.666667
2016,IA,19189,280,251,270,71,168,9,0,142,9,2.111111
2016,MI,26007,735,528,673,168,340,52,0,325,51,2.173077
2015,NC,37105,2077,1426,1728,366,1017,55,0,980,55,2.963636
2016,OK,40071,1194,810,914,225,534,63,0,465,61,2.698413
2016,GA,13317,373,304,348,103,194,59,5,182,59,3.711864
2017,IL,17053,432,368,392,69,283,29,0,258,27,2.413793
2016,OK,40039,834,553,637,148,393,40,0,373,40,3.275000
2015,NC,37195,2308,1705,2089,531,1115,94,0,1066,94,2.904255
2017,SC,45025,1184,911,1099,387,474,153,0,450,152,4.366013
2016,CO,08113,714,514,644,121,370,7,0,367,7,2.571429
2016,IA,19123,765,610,707,136,456,32,1,412,29,2.718750
2015,TX,48057,600,454,548,134,298,55,0,288,54,3.109091
2017,GA,13009,1289,952,1171,246,674,48,0,636,48,2.604167
2017,MN,27047,911,704,812,136,546,38,1,494,35,2.473684
2017,KY,21207,431,315,382,114,187,22,0,180,22,2.636364
2017,TN,47069,716,529,626,190,314,71,0,293,68,2.788732
2017,IN,18027,844,601,708,113,462,18,0,442,18,2.333333
2017,KY,21143,293,220,263,42,162,9,0,152,9,4.111111
2017,MO,29065,440,329,392,91,226,24,0,217,24,2.375000
2015,WV,54109,322,282,308,127,140,33,0,132,33,3.303030
2015,IL,17007,2148,1635,1903,386,1174,83,0,1078,74,3.120482
2015,NM,35017,898,624,777,227,372,56,2,360,55,3.232143
2015,MS,28041,322,254,293,92,157,77,0,143,77,3.675325
2015,KS,20125,688,519,599,153,341,69,0,314,68,2.666667
2015,WA,53003,1033,776,947,163,587,30,0,565,30,2.100000
2015,NC,37061,1134,799,1016,330,434,58,0,410,58,4.137931
2016,IL,17045,440,384,416,105,261,25,0,254,22,2.640000
2017,UT,49017,231,161,203,33,117,7,0,109,7,2.000000
2015,NE,31021,256,210,238,45,158,27,0,143,26,2.592593
2015,MO,29089,313,254,282,40,210,29,0,194,29,3.034483
2016,MO,29173,375,304,347,98,189,12,0,176,11,2.750000
2017,ND,38059,1378,1049,1193,117,882,69,0,819,66,2.710145
2017,PR,72091,472,375,439,120,238,8,0,164,8,2.125000
2017,IA,19035,264,224,243,45,171,9,0,160,9,2.000000
2015,MO,29003,786,627,693,128,468,43,0,451,43,2.093023
2016,MN,27099,1470,1142,1292,204,889,66,0,783,65,2.212121
2016,MO,29139,382,278,335,81,185,21,0,179,21,2.142857
2015,ME,23025,1432,1113,1285,361,717,40,0,651,39,2.550000
2015,WI,55011,336,278,326,66,195,11,1,188,10,3.636364
2016,GA,13035,1157,818,979,262,518,58,0,494,58,2.275862
2017,TX,48057,591,436,522,138,271,52,1,259,52,2.826923
2015,IA,19121,897,692,769,115,552,69,0,500,62,2.695652
2017,IN,18161,256,206,231,24,172,18,0,150,17,2.722222
2015,ID,16047,443,336,397,121,206,11,0,195,11,2.363636
2015,SC,45075,2164,1655,1995,767,821,116,0,715,116,4.043103
2015,FL,12077,170,119,155,61,51,10,0,47,10,3.200000
2015,IN,18021,883,702,798,167,499,55,1,459,54,2.218182
2017,PR,72015,244,206,229,83,113,3,0,75,3,2.000000
2017,KY,21193,435,332,405,130,165,29,0,136,29,4.448276
2017,OK,40103,378,250,302,58,185,49,0,149,48,2.510204
2017,AL,01027,389,294,370,147,138,28,3,133,28,4.285714
2015,PA,42047,976,815,939,222,576,54,0,506,53,2.666667
2016,AR,05137,420,312,362,110,178,21,0,157,21,2.380952
2017,TX,48321,898,673,836,199,451,62,0,429,62,3.580645
2016,WI,55033,1655,1234,1546,266,943,40,1,896,40,3.850000
2016,KS,20205,196,149,172,55,85,15,0,78,15,2.466667
2015,CA,06021,888,637,789,171,442,25,0,425,23,2.280000
2016,FL,12123,479,348,434,135,199,54,0,193,54,4.148148
2016,LA,22009,1247,990,1141,311,645,166,0,617,166,3.825301
2017,TX,48217,1123,780,995,256,485,107,0,464,106,3.130841
2015,OK,40075,246,205,219,60,138,29,0,128,27,3.448276
2017,FL,12077,182,126,161,60,64,18,0,59,18,3.222222
2015,MT,30057,462,337,388,94,233,8,0,230,8,2.125000
2016,IA,19159,145,124,134,28,92,6,1,87,6,2.833333
2015,NE,31177,1088,875,972,131,703,23,0,638,20,2.608696
2016,OH,39163,361,298,340,106,167,53,0,153,53,2.754717
2016,GA,13155,218,165,188,59,98,17,0,92,17,2.941176
2017,CA,06049,244,157,217,50,98,13,0,93,13,2.000000
2015,MT,30021,295,206,242,50,150,10,0,142,9,3.300000
2017,IA,19067,188,138,169,29,106,8,0,98,7,2.750000
2017,OK,40099,491,382,441,93,270,37,0,211,35,2.864865
2015,WV,54059,398,323,387,166,141,29,0,91,29,4.275862
2016,TX,48225,491,343,439,132,182,45,0,171,45,4.022222
2016,TX,48031,544,388,488,111,262,37,0,240,37,2.945946
2015,IL,17045,429,379,408,104,258,27,0,248,27,2.185185
2016,MS,28135,245,193,241,106,81,12,0,67,12,6.000000
2016,GA,13011,626,429,531,139,281,35,0,256,35,3.171429
2016,TX,48401,1653,1246,1457,471,697,199,1,673,198,3.462312
2015,SD,46035,743,570,631,119,402,9,0,372,9,2.555556
2017,VA,51137,2376,1549,1960,358,1137,51,1,1078,48,2.588235
2016,MI,26033,569,435,520,194,230,19,0,226,19,2.631579
2017,TX,48457,601,423,544,184,199,63,1,196,63,3.333333
2015,ND,38043,84,59,70,17,40,6,0,36,6,2.500000
2017,OH,39075,517,425,487,89,319,12,0,291,12,2.500000
2016,SD,46087,261,197,215,41,142,9,0,132,9,2.666667
2016,NC,37073,487,341,429,137,192,27,0,176,25,3.185185
2017,KS,20107,322,256,291,66,176,30,0,171,30,2.600000
2016,KY,21061,550,429,517,115,285,79,0,271,76,3.139241
2015,UT,49029,822,573,670,98,445,11,0,416,7,3.454545
2015,SD,46101,205,139,173,34,98,6,1,88,5,3.333333
2015,MN,27039,1027,809,905,136,627,21,0,565,21,2.142857
2017,UT,49013,827,596,726,148,424,40,0,371,33,2.500000
2016,AR,05011,181,133,163,62,65,15,0,63,15,4.600000
2016,CO,08075,842,574,713,129,436,38,0,420,37,2.368421
2016,GA,13213,1329,935,1171,355,540,73,0,509,72,2.972603
2017,GA,13249,112,80,96,22,58,17,0,57,17,3.411765
2015,TX,48115,189,116,139,38,73,12,0,73,12,3.000000
2016,PR,72147,131,116,121,61,53,6,0,21,6,3.166667
2016,MO,29083,915,658,770,162,468,48,0,455,47,2.625000
2016,IL,17173,464,382,424,115,252,18,0,224,16,2.777778
2015,FL,12007,741,529,655,235,279,51,0,261,51,3.333333
2015,GA,13055,571,436,518,162,263,45,1,237,44,4.422222
2015,MO,29065,385,310,354,102,196,32,0,188,32,2.531250
2015,KY,21091,280,230,266,87,131,17,0,124,17,2.941176
2017,ID,16015,583,449,541,97,327,13,0,307,11,2.769231
2016,MO,29107,1464,1034,1221,215,784,77,0,752,72,2.558442
2016,WV,54085,162,125,155,41,81,11,0,72,11,3.000000
2016,PR,72009,352,293,318,102,178,16,0,125,16,2.437500
2017,WV,54109,290,227,283,100,117,32,0,110,32,3.468750
2016,VA,51173,827,660,777,212,428,85,0,392,85,2.270588
2016,NM,35029,713,562,667,250,250,43,0,229,43,3.372093
2015,WY,56035,462,327,369,94,215,5,0,211,4,4.200000
2015,NC,37075,261,200,248,69,123,6,0,114,6,3.000000
2017,OK,40055,135,97,114,23,73,23,0,69,23,4.000000
2017,OK,40049,701,489,604,143,322,46,0,276,42,3.217391
2015,GA,13225,1011,706,851,247,443,29,0,421,29,2.482759
2017,ID,16045,967,738,870,131,572,31,0,532,27,2.774194
2015,TX,48001,1402,974,1182,346,563,137,0,518,134,3.262774
2017,NM,35051,408,292,369,94,193,37,1,178,37,3.216216
2017,MT,30043,531,357,431,72,261,4,0,243,4,2.250000
2016,WV,54083,531,404,492,162,230,38,0,220,38,4.710526
2016,ND,38093,851,665,751,121,531,47,3,474,44,2.957447
2016,CO,08089,634,467,586,150,297,53,0,292,53,2.490566
2015,PR,72033,335,260,302,107,146,10,0,106,10,2.100000
2015,IL,17105,755,632,699,148,465,19,0,421,17,2.894737
2017,NC,37075,259,185,243,46,131,10,0,124,10,3.600000
2016,IA,19029,397,337,367,68,257,3,0,242,3,2.000000
2016,GA,13197,192,133,169,54,72,19,0,67,19,4.631579
2016,VA,51197,1059,764,964,250,487,56,0,455,56,2.928571
2015,TN,47181,252,189,226,69,112,12,0,110,12,3.000000
2017,KY,21139,276,213,246,73,125,23,0,118,22,3.000000
2016,KY,21013,663,502,620,209,259,65,0,239,65,4.138462
2017,SD,46037,167,149,158,14,129,2,0,121,2,3.000000
2017,OK,40043,90,64,79,27,32,9,0,30,8,3.555556
2016,KY,21043,626,408,545,148,244,44,0,224,43,4.136364
2015,AR,05049,284,213,250,71,136,24,0,128,23,3.250000
2017,TN,47079,1035,765,959,204,529,106,0,491,105,2.603774
2016,MN,27127,468,361,412,80,275,28,0,258,28,2.321429
2015,GA,13079,335,243,293,95,141,16,0,134,16,3.750000
2015,IA,19107,248,197,226,40,145,18,0,120,16,2.555556
2015,MS,28003,823,653,761,201,425,31,0,377,31,3.516129
2017,GA,13025,557,423,522,181,221,72,0,187,71,3.847222
2016,MO,29015,741,522,614,137,366,28,0,360,28,2.607143
2017,KS,20205,196,144,176,31,105,29,0,93,28,2.413793
2017,TX,48377,108,76,98,30,43,8,0,42,8,2.875000
2016,IA,19001,216,179,190,45,129,10,0,123,10,2.200000
2017,MS,28147,445,354,410,142,188,67,2,167,64,4.119403
2017,UT,49023,616,407,503,57,337,10,0,297,9,2.200000
2015,MS,28123,717,557,645,149,394,155,2,333,155,3.258065
2015,NM,35047,918,695,879,275,380,92,0,367,91,3.804348
2015,OK,40015,541,387,448,140,230,44,0,213,44,2.977273
2015,CO,08027,366,250,332,58,179,22,0,173,21,2.363636
2016,NC,37091,549,401,514,163,223,24,0,205,24,3.208333
2015,TX,48069,82,61,72,34,23,4,0,19,4,2.500000
2017,IA,19029,384,307,351,64,237,15,0,220,12,3.000000
2017,MN,27021,1549,1160,1385,222,895,69,1,868,69,2.550725
2017,IN,18159,566,420,499,76,325,31,0,314,31,2.129032
2017,MN,27023,304,226,251,33,182,21,0,160,19,3.000000
2017,IN,18045,500,398,438,98,265,25,1,242,25,2.400000
2016,KS,20073,131,110,126,31,70,10,0,62,9,2.500000
2016,IN,18171,358,289,330,79,184,18,0,164,18,2.611111
2015,NM,35041,445,309,384,98,205,15,0,203,15,2.466667
2015,GA,13025,436,344,410,110,223,70,0,188,70,4.685714
2015,NC,37095,170,121,158,58,61,7,0,59,7,2.285714
2016,IL,17069,80,61,74,17,41,15,0,40,15,3.133333
2017,MT,30017,363,272,317,59,206,15,1,177,14,2.533333
2017,AL,01011,225,179,216,105,67,20,0,46,20,5.250000
2016,WI,55077,864,722,831,200,490,46,0,454,46,2.434783
2015,AL,01091,600,489,560,176,286,75,0,254,75,3.466667
2016,GA,13109,274,214,258,72,141,34,0,140,34,4.000000
2015,VT,50013,408,346,389,65,253,13,0,212,13,2.153846
2015,IA,19197,265,213,248,58,147,12,0,132,11,2.166667
2017,MO,29083,873,650,748,151,460,51,0,452,51,2.294118
2016,SC,45061,388,286,359,177,97,28,0,91,28,4.642857
2016,KY,21139,277,193,229,45,135,19,0,119,18,3.263158
2017,WI,55107,531,430,504,122,280,20,2,269,19,3.200000
2016,MO,29207,887,651,724,165,465,56,0,442,56,2.464286
2017,TX,48503,377,265,311,73,184,32,0,175,32,2.156250
2015,SC,45009,251,196,236,88,99,11,0,73,11,3.363636
2016,VA,51131,625,455,563,183,259,9,0,243,9,2.111111
2017,CA,06015,874,580,768,144,406,33,1,403,33,2.515152
2015,VA,51027,414,357,404,108,222,74,0,153,74,2.797297
2017,KS,20179,50,34,44,11,23,3,0,23,3,2.666667
2016,AL,01093,822,619,759,205,395,135,0,381,134,3.214815
2015,ID,16079,539,398,485,133,242,14,0,229,14,2.571429
2015,PR,72151,505,432,467,175,237,12,0,102,12,2.500000
2016,TX,48057,639,456,550,133,299,49,0,294,48,2.775510
2015,UT,49019,408,305,373,77,214,19,0,209,19,2.263158
2015,KS,20151,189,151,171,53,89,5,0,86,5,2.000000
2016,FL,12029,343,251,315,115,129,42,1,127,42,4.119048
2015,OH,39121,193,150,179,48,100,6,0,94,6,3.000000
2017,CO,08091,370,256,328,51,198,5,0,197,5,2.400000
2016,MO,29115,300,230,264,55,173,43,0,168,43,3.139535
2017,NE,31121,326,251,283,40,200,16,0,178,15,2.250000
2017,ND,38099,184,136,165,35,100,3,0,91,3,2.000000
2015,AR,05011,173,110,132,52,52,11,0,52,11,4.272727
2017,KY,21039,77,55,65,21,32,6,0,31,6,3.166667
2015,KY,21039,95,73,87,20,46,5,0,45,5,3.200000
2016,IA,19173,120,99,107,36,59,4,0,59,4,2.000000
2017,KS,20165,64,47,56,15,31,6,0,28,6,2.833333
2016,MT,30001,350,213,262,43,161,7,0,155,6,2.428571
2016,AK,02230,42,30,34,12,17,0,0,16,0,
2015,MT,30077,147,102,128,28,73,4,0,70,4,3.500000
2016,SD,46117,143,112,124,33,71,10,0,68,10,4.000000
2016,SD,46115,80,63,70,8,50,2,0,48,2,4.500000
2015,WV,54013,101,82,100,46,33,10,0,26,10,3.600000
2017,KS,20123,69,53,65,13,39,1,0,37,1,2.000000
2017,KS,20207,74,58,69,15,39,9,0,39,9,2.888889
2017,SD,46091,83,69,74,18,46,2,0,43,2,2.000000
2016,ND,38083,24,16,21,5,11,5,0,10,5,2.000000
2017,SD,46101,153,113,128,24,85,8,0,74,8,3.000000
2015,TX,48385,84,64,79,25,37,4,0,37,4,3.500000
2015,IL,17169,133,113,122,22,81,4,0,73,4,2.250000
2015,KS,20007,80,62,71,28,30,6,0,27,6,2.666667
2016,IA,19135,165,120,160,30,88,11,0,85,10,2.363636
2017,CO,08115,91,64,84,15,48,4,0,44,4,2.000000
2015,CO,08079,51,33,42,9,24,1,0,24,1,2.000000
2016,MS,28143,170,124,158,55,65,1,0,56,1,3.000000
2016,OH,39125,584,470,521,120,330,25,0,314,24,2.280000
2015,MS,28145,669,534,607,159,362,28,0,333,28,4.535714
2017,MN,27073,143,95,106,12,77,5,0,69,5,2.600000
2017,MI,26071,411,336,398,75,257,37,0,225,37,2.243243
2015,PR,72049,38,36,38,12,18,2,0,9,2,2.000000
2016,NE,31007,12,8,10,2,5,0,0,5,0,
2017,KS,20127,166,133,152,18,110,16,0,105,15,2.375000
2017,KY,21135,319,257,296,74,171,46,0,144,46,2.847826
2016,WY,56045,274,188,217,57,113,9,0,105,9,2.777778
2016,MN,27149,261,194,224,40,143,4,0,133,4,2.000000
2017,TX,48175,239,176,219,54,106,15,0,81,15,3.200000
2016,IA,19025,251,220,245,62,147,4,0,133,4,2.250000
2015,PR,72073,129,110,125,45,56,2,0,42,2,3.500000
2017,NV,32015,193,131,160,43,82,16,0,74,16,2.562500
2016,TX,48205,193,132,152,32,96,10,0,94,10,3.100000
2017,IL,17153,86,62,78,31,31,4,0,29,4,2.500000
2017,WY,56015,525,384,433,81,280,25,0,258,25,2.400000
2017,MI,26095,117,91,112,24,57,8,0,57,8,3.750000
2016,OK,40007,119,85,103,45,35,12,0,32,11,2.833333
2017,GA,13261,578,437,506,150,269,25,5,248,24,2.760000
2017,PR,72037,180,150,169,51,90,7,0,70,7,2.000000
2017,IL,17123,351,269,324,49,215,27,0,196,27,2.111111
2015,MS,28125,36,27,30,12,14,3,0,11,3,6.333333
2015,IL,17047,89,69,83,25,42,10,0,41,10,2.900000
2015,KY,21069,416,337,388,120,203,40,0,160,40,3.650000
2017,GA,13055,569,400,513,141,244,42,0,225,42,3.047619
2016,KY,21171,298,253,283,86,159,37,0,151,37,2.756757
2017,KY,21031,433,360,405,80,250,44,1,204,44,2.545455
2017,SD,46087,202,145,162,19,111,11,0,100,10,2.272727
2016,KS,20007,114,92,102,29,60,13,2,58,12,3.846154
2017,ND,38103,58,45,54,9,35,9,0,33,9,2.444444
2015,AL,01037,321,255,296,114,134,22,0,118,21,4.681818
2015,CO,08021,118,88,111,47,39,4,0,34,4,2.250000
2016,KS,20101,16,11,13,3,8,4,0,8,4,2.000000
2017,KS,20073,146,120,137,26,92,23,0,89,23,2.478261
2016,TX,48315,328,229,301,108,109,31,0,105,31,3.741935
2015,GA,13209,191,140,177,60,77,12,0,76,12,4.250000
2016,ND,38061,234,173,202,41,118,8,0,114,8,2.125000
2017,KS,20019,53,40,48,10,27,8,0,25,8,2.125000
2015,SD,46051,155,119,131,31,77,6,1,73,6,2.166667
2016,MS,28061,491,387,465,164,206,106,1,191,106,3.735849
2015,IA,19117,325,265,303,84,161,13,0,141,13,2.769231
2015,IA,19115,273,224,245,75,144,8,0,127,8,2.625000
2016,ND,38045,69,49,65,20,27,3,0,26,3,2.000000
2015,MS,28147,423,314,398,151,151,59,0,129,58,4.779661
2015,OK,40057,63,54,58,10,44,16,0,39,14,4.875000
2015,WY,56011,268,171,194,38,119,9,0,115,9,3.666667
2016,IL,17155,119,96,111,26,68,4,0,63,3,3.000000
2015,KY,21051,361,252,336,136,105,31,0,94,31,4.387097
2015,CO,08055,289,206,263,87,111,5,0,104,5,2.400000
2017,NE,31033,262,196,221,34,151,14,0,140,14,2.428571
2017,MT,30085,104,72,89,21,47,3,0,41,3,2.000000
2015,MN,27167,245,168,200,31,135,4,0,125,4,2.000000
2015,CA,06091,135,96,126,29,64,4,0,62,3,3.250000
2016,TX,48279,196,141,167,51,85,13,0,81,13,3.230769
2016,IA,19063,187,159,178,36,120,6,0,118,6,2.000000
2017,SD,46015,122,94,110,16,73,3,0,67,3,4.000000
2017,TX,48343,337,256,296,68,169,48,0,139,46,2.937500
2015,VA,51183,314,230,282,102,120,11,0,103,11,4.090909
2016,TX,48233,633,486,546,115,334,44,0,295,42,2.386364
2016,TX,48087,49,39,45,14,20,7,0,19,7,2.428571
2016,ND,38103,100,76,90,33,42,9,0,39,9,2.333333
2017,GA,13209,214,150,195,66,82,10,0,77,10,4.500000
2015,OK,40091,546,413,479,109,280,56,0,259,56,3.232143
2016,OK,40029,85,69,76,32,37,4,0,30,4,3.750000
2015,TN,47095,124,98,112,37,54,4,0,48,4,3.000000
2015,AL,01057,442,312,385,105,186,44,0,168,44,4.068182
2017,PR,72089,371,288,335,108,160,15,0,134,15,2.000000
2016,IL,17185,207,163,188,39,119,13,0,103,13,3.000000
2017,MT,30089,362,263,323,69,178,8,0,169,8,2.875000
2017,SD,46055,51,32,37,9,20,3,0,20,3,3.666667
2017,ID,16077,257,205,235,51,127,5,0,120,3,3.200000
2017,MT,30109,17,14,15,5,8,1,0,6,1,2.000000
2017,ND,38019,94,69,79,15,53,8,0,50,8,2.250000
2015,PR,72001,145,128,140,52,69,4,2,39,4,2.750000
2017,SD,46043,68,52,61,9,42,6,0,39,6,3.500000
2016,IL,17149,313,256,280,62,180,12,0,167,12,2.666667
2016,NE,31163,67,59,64,11,47,19,0,46,19,2.947368
2016,MO,29061,251,202,220,56,139,12,0,132,12,2.083333
2017,TX,48197,49,34,45,11,21,10,0,21,10,3.100000
2015,ID,16063,134,108,126,40,60,5,0,55,4,2.400000
2015,TX,48305,122,87,99,21,62,13,0,61,13,3.307692
2017,KY,21175,153,115,141,49,56,14,0,54,14,3.000000
2015,GA,13301,123,90,111,52,37,5,0,32,5,3.200000
2015,GA,13005,180,143,168,76,62,12,0,59,12,3.833333
2016,TX,48047,61,44,52,27,16,3,0,11,3,4.666667
2017,KS,20003,213,150,177,31,114,21,0,105,19,2.523810
2015,SD,46021,18,16,18,3,12,3,0,9,3,2.333333
2016,TX,48413,52,37,45,12,25,5,0,20,5,2.400000
2017,IA,19151,134,106,125,22,76,2,1,70,2,5.000000
2016,MN,27023,320,227,253,48,173,22,0,153,22,2.818182
2015,MO,29079,210,168,186,47,116,12,0,112,12,2.333333
2015,TX,48319,68,46,60,21,21,3,0,18,3,4.000000
2015,OK,40055,115,87,100,19,67,14,1,62,14,3.642857
2015,MO,29185,142,101,129,31,65,8,0,62,8,2.375000
2016,SD,46129,149,121,135,35,82,8,0,74,8,3.000000
2015,KS,20207,75,47,69,14,30,6,0,29,6,2.333333
2015,SD,46059,58,47,55,10,36,1,0,36,1,2.000000
2017,OK,40003,97,81,92,30,48,14,0,47,13,3.428571
2015,TX,48287,529,390,484,119,246,50,0,225,49,3.860000
2016,IL,17035,177,147,161,48,97,10,0,91,10,4.300000
2015,IA,19033,954,810,890,195,588,38,1,562,35,2.500000
2016,KS,20109,65,45,53,16,29,1,0,29,1,2.000000
2016,MI,26083,53,45,49,8,34,2,0,34,2,2.500000
2015,KY,21205,568,454,519,153,278,36,0,256,36,2.750000
2016,TX,48337,681,462,562,146,298,70,0,289,70,2.914286
2015,LA,22013,355,276,326,90,179,68,10,165,68,4.088235
2016,OR,41001,656,464,568,148,298,8,0,294,8,2.625000
2016,TN,47169,370,269,308,56,204,36,0,194,33,2.722222
2015,IA,19145,329,254,279,56,187,15,0,183,15,2.000000
2017,TN,47067,182,148,177,48,91,23,0,82,23,3.391304
2017,TX,48429,175,135,158,50,78,14,1,73,14,3.642857
2015,TN,47067,168,131,159,35,87,21,0,73,21,3.380952
2016,AR,05025,271,196,229,57,131,44,0,121,43,4.454545
2015,KY,21149,274,216,250,59,139,41,0,124,39,2.731707
2015,AK,02188,62,46,54,27,18,1,0,14,1,3.000000
2015,NM,35033,89,58,88,31,24,11,0,23,11,3.727273
2017,MN,27105,375,266,298,60,183,13,0,172,13,2.076923
2017,MN,27087,103,71,86,20,50,13,0,43,13,2.538462
2015,WV,54095,85,73,81,30,41,3,0,35,3,2.000000
2015,VA,51045,233,188,209,37,147,61,0,135,61,3.131148
2015,MT,30019,51,36,42,9,26,0,0,26,0,
2015,ID,16023,84,57,70,20,35,1,0,35,1,2.000000
2015,KS,20185,81,62,72,25,35,5,0,33,4,2.600000
2015,PA,42023,92,80,88,31,47,7,0,42,7,2.714286
2016,SD,46095,15,13,15,4,7,3,0,7,3,4.000000
2015,NE,31175,88,73,79,25,46,5,0,41,4,2.600000
