id	status	score	a	a_key	c	c_key	a_schema	c_schema	a_rows	c_rows	via	via_count	tags	look_for	charts	traps	found	finding_ids	by	date
H:ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.1	ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	FRS_ID	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ENVIRONMENT	FINANCE	3277557	1772088	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of FED_EPA_FRS_FRS_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ENVIRONMENT__FED_EPA_FRS_FRS_NAICS_CODES~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.1	ENVIRONMENT__FED_EPA_FRS_FRS_NAICS_CODES	FRS_ID	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ENVIRONMENT	FINANCE	2179702	1772088	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of FED_EPA_FRS_FRS_NAICS_CODES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch				
H:ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.1	ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS	FRS_ID	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ENVIRONMENT	FINANCE	4406498	1772088	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of FED_EPA_FRS_FRS_PROGRAM_LINKS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.1	ENVIRONMENT__FED_EPA_NPDES_NPDES_INSPECTIONS	FRS_ID	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ENVIRONMENT	FINANCE	1900067	1772088	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of FED_EPA_NPDES_NPDES_INSPECTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram | after: does FED_SEC_INSIDER_SUBMISSION keep going after ACTUAL_BEGIN_DATE in FED_EPA_NPDES_NPDES_INSPECTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
H:ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK~POLITICS__FED_FCC_LICENSING	untouched	4.1	ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK	CIK	POLITICS__FED_FCC_LICENSING	EIN	ENVIRONMENT	POLITICS	5300149	1689338	CIK to EIN via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	CROSS HOP	does it land: share of XC_EPA_CORPORATE_CROSSWALK CIK values that reach a EIN through the crosswalk, and on to FED_FCC_LICENSING :: flow diagram | gap: MATCH_CONFIDENCE in XC_EPA_CORPORATE_CROSSWALK for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_SEC_INSIDER_SUBMISSION~POLITICS__FED_FCC_LICENSING	untouched	4.1	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	POLITICS__FED_FCC_LICENSING	EIN	FINANCE	POLITICS	1772088	1689338	CIK to EIN via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	CROSS HOP	does it land: share of FED_SEC_INSIDER_SUBMISSION CIK values that reach a EIN through the crosswalk, and on to FED_FCC_LICENSING :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY~HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	untouched	4.1	HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY	CCN	HEALTH__FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT	NPI	HEALTH	HEALTH	31403215	1697025	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	PEOPLE HOP	does it land: share of FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY CCN values that reach a NPI through the crosswalk, and on to FED_CMS_OPEN_PAYMENTS_PROFILE_SUPPLEMENT :: flow diagram | gap: OVERALL_PERCENT in FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY for matched vs unmatched :: paired bars	flow_diagram paired_bars	reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY~HEALTH__FED_CMS_PART_D_PRESCRIBERS	untouched	4.1	HEALTH__FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY	CCN	HEALTH__FED_CMS_PART_D_PRESCRIBERS	NPI	HEALTH	HEALTH	31403215	1416883	CCN to NPI via FED_CMS_FACILITY_AFFILIATION, FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS +1	1	PEOPLE HOP	does it land: share of FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY CCN values that reach a NPI through the crosswalk, and on to FED_CMS_PART_D_PRESCRIBERS :: flow diagram | gap: OVERALL_PERCENT in FED_CMS_FACILITY_LEVEL_MINIMUM_DATA_SET_FREQUENCY for matched vs unmatched :: paired bars | gap: OPIOID_PRSCRBR_RATE in FED_CMS_PART_D_PRESCRIBERS for matched vs unmatched :: paired bars	flow_diagram paired_bars	partd-is-dy2022 reach-is-not-a-usable-join				
H:HEALTH__FED_CMS_MAIN~XWALK_HOSPITAL_CCN_EIN	untouched	4.1	HEALTH__FED_CMS_MAIN	NPI	XWALK_HOSPITAL_CCN_EIN	CCN	HEALTH	CORE	158	4003	NPI to CCN via FED_CMS_OPEN_PAYMENTS, FED_CMS_OPEN_PAYMENTS_2023 +4	1	PEOPLE REFERENCE CROSS HOP	does it land: share of FED_CMS_MAIN NPI values that reach a CCN through the crosswalk, and on to XWALK_HOSPITAL_CCN_EIN :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_FAC_SINGLE_AUDIT~ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	untouched	4.0	ECONOMICS__FED_FAC_SINGLE_AUDIT	EIN	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	CIK	ECONOMICS	ECONOMICS	411638	10414	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	MONEY HOP	does it land: share of FED_FAC_SINGLE_AUDIT EIN values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_COMPANY_TICKERS :: flow diagram | gap: TOTAL_AMOUNT_EXPENDED in FED_FAC_SINGLE_AUDIT for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_FOREIGNASSISTANCE~ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	untouched	4.0	ECONOMICS__FED_FOREIGNASSISTANCE	EIN	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	CIK	ECONOMICS	ECONOMICS	95658	10414	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	MONEY HOP	does it land: share of FED_FOREIGNASSISTANCE EIN values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_COMPANY_TICKERS :: flow diagram | gap: OBLIGATION_AMOUNT in FED_FOREIGNASSISTANCE for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch				
H:ECONOMICS__FED_IRS_AUTO_REVOCATIONS~ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK	untouched	4.0	ECONOMICS__FED_IRS_AUTO_REVOCATIONS	EIN	ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK	CIK	ECONOMICS	ENVIRONMENT	1207295	5300149	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	CROSS HOP	does it land: share of FED_IRS_AUTO_REVOCATIONS EIN values that reach a CIK through the crosswalk, and on to XC_EPA_CORPORATE_CROSSWALK :: flow diagram | gap: MATCH_CONFIDENCE in XC_EPA_CORPORATE_CROSSWALK for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_IRS_AUTO_REVOCATIONS~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.0	ECONOMICS__FED_IRS_AUTO_REVOCATIONS	EIN	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ECONOMICS	FINANCE	1207295	1772088	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	CROSS HOP	does it land: share of FED_IRS_AUTO_REVOCATIONS EIN values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_IRS_BMF~ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	skip	4.0	ECONOMICS__FED_IRS_BMF	EIN	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	CIK	ECONOMICS	ECONOMICS	1974830	10414	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	MONEY HOP	does it land: share of FED_IRS_BMF EIN values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_COMPANY_TICKERS :: flow diagram | gap: ASSET_AMT in FED_IRS_BMF for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join	auto-skip at build: ECONOMICS__FED_IRS_BMF is a copy of CORPORATE_REGISTRY__FED_IRS_EO_BMF; the original's rows carry the work		build	2026-09-24
H:ECONOMICS__FED_IRS_REVOCATION~ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK	untouched	4.0	ECONOMICS__FED_IRS_REVOCATION	EIN	ENVIRONMENT__XC_EPA_CORPORATE_CROSSWALK	CIK	ECONOMICS	ENVIRONMENT	1206627	5300149	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	CROSS HOP	does it land: share of FED_IRS_REVOCATION EIN values that reach a CIK through the crosswalk, and on to XC_EPA_CORPORATE_CROSSWALK :: flow diagram | gap: MATCH_CONFIDENCE in XC_EPA_CORPORATE_CROSSWALK for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__FED_IRS_REVOCATION~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.0	ECONOMICS__FED_IRS_REVOCATION	EIN	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ECONOMICS	FINANCE	1206627	1772088	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	CROSS HOP	does it land: share of FED_IRS_REVOCATION EIN values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:ECONOMICS__INTL_GLEIF_REPEX~ENVIRONMENT__FED_EPA_FRS_FRS_SIC_CODES	untouched	4.0	ECONOMICS__INTL_GLEIF_REPEX	LEI	ENVIRONMENT__FED_EPA_FRS_FRS_SIC_CODES	FRS_ID	ECONOMICS	ENVIRONMENT	6313372	1085211	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF_REPEX LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_FRS_FRS_SIC_CODES :: flow diagram	flow_diagram					
H:ECONOMICS__INTL_GLEIF~ENVIRONMENT__FED_EPA_FRS_FRS_SIC_CODES	untouched	4.0	ECONOMICS__INTL_GLEIF	LEI	ENVIRONMENT__FED_EPA_FRS_FRS_SIC_CODES	FRS_ID	ECONOMICS	ENVIRONMENT	3382301	1085211	LEI to FRS_ID via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of INTL_GLEIF LEI values that reach a FRS_ID through the crosswalk, and on to FED_EPA_FRS_FRS_SIC_CODES :: flow diagram	flow_diagram					
H:ENVIRONMENT__FED_EPA_FRS_FRS_SIC_CODES~FINANCE__FED_SEC_INSIDER_SUBMISSION	untouched	4.0	ENVIRONMENT__FED_EPA_FRS_FRS_SIC_CODES	FRS_ID	FINANCE__FED_SEC_INSIDER_SUBMISSION	CIK	ENVIRONMENT	FINANCE	1085211	1772088	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	CROSS HOP	does it land: share of FED_EPA_FRS_FRS_SIC_CODES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_INSIDER_SUBMISSION :: flow diagram	flow_diagram	ein-and-cik-width-mismatch				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE	untouched	4.0	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE	CIK	FINANCE	FINANCE	150866	10398	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE	untouched	4.0	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE	CIK	FINANCE	FINANCE	21930	10398	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE :: flow diagram | after: does FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
H:FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES~FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE	untouched	4.0	FINANCE__FED_IRS527_SCHEDULE_B_EXPENDITURES	EIN	FINANCE__FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE	CIK	FINANCE	FINANCE	8191177	10398	EIN to CIK via FED_SEC_EDGAR_FINANCIALS, FED_US_SEC_EDGAR +10	1	MONEY HOP	does it land: share of FED_IRS527_SCHEDULE_B_EXPENDITURES EIN values that reach a CIK through the crosswalk, and on to FED_SEC_EDGAR_COMPANY_TICKERS_EXCHANGE :: flow diagram | gap: EXPENDITURE_AMOUNT in FED_IRS527_SCHEDULE_B_EXPENDITURES for matched vs unmatched :: paired bars	flow_diagram paired_bars	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_DERA_SUB_2024Q1	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2024Q1	CIK	FINANCE	FINANCE	150866	6028	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2024Q1 :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_DERA_SUB_2024Q2	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2024Q2	CIK	FINANCE	FINANCE	150866	7675	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2024Q2 :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_DERA_SUB_2024Q3	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2024Q3	CIK	FINANCE	FINANCE	150866	6699	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2024Q3 :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_DERA_SUB_2024Q4	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2024Q4	CIK	FINANCE	FINANCE	150866	6491	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2024Q4 :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_DERA_SUB_2025Q1	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2025Q1	CIK	FINANCE	FINANCE	150866	6231	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2025Q1 :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_DERA_SUB_2025Q2	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2025Q2	CIK	FINANCE	FINANCE	150866	7009	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2025Q2 :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_DERA_SUB_2025Q3	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2025Q3	CIK	FINANCE	FINANCE	150866	6541	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2025Q3 :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_DERA_SUB_2025Q4	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2025Q4	CIK	FINANCE	FINANCE	150866	6304	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2025Q4 :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES~FINANCE__FED_SEC_DERA_SUB_2026Q1	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2026Q1	CIK	FINANCE	FINANCE	150866	6169	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_CASE_ENFORCEMENT_CONCLUSION_FACILITIES FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2026Q1 :: flow diagram	flow_diagram	ein-and-cik-width-mismatch reach-is-not-a-usable-join				
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_DERA_SUB_2024Q1	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2024Q1	CIK	FINANCE	FINANCE	21930	6028	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2024Q1 :: flow diagram | after: does FED_SEC_DERA_SUB_2024Q1 keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_DERA_SUB_2024Q2	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2024Q2	CIK	FINANCE	FINANCE	21930	7675	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2024Q2 :: flow diagram | after: does FED_SEC_DERA_SUB_2024Q2 keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_DERA_SUB_2024Q3	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2024Q3	CIK	FINANCE	FINANCE	21930	6699	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2024Q3 :: flow diagram | after: does FED_SEC_DERA_SUB_2024Q3 keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_DERA_SUB_2024Q4	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2024Q4	CIK	FINANCE	FINANCE	21930	6491	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2024Q4 :: flow diagram | after: does FED_SEC_DERA_SUB_2024Q4 keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
H:FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS~FINANCE__FED_SEC_DERA_SUB_2025Q1	untouched	3.9	FINANCE__FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS	FRS_ID	FINANCE__FED_SEC_DERA_SUB_2025Q1	CIK	FINANCE	FINANCE	21930	6231	FRS_ID to CIK via XC_EPA_CORPORATE_CROSSWALK	1	HARM HOP	does it land: share of FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS FRS_ID values that reach a CIK through the crosswalk, and on to FED_SEC_DERA_SUB_2025Q1 :: flow diagram | after: does FED_SEC_DERA_SUB_2025Q1 keep going after ACHIEVED_DATE in FED_EPA_ICIS_FEC_EPA_INFORMAL_ENFORCEMENT_ACTIONS :: before-after line	before-after_line flow_diagram	ein-and-cik-width-mismatch				
