id	status	score	key	key_is	a	b	a_schema	b_schema	a_col	b_col	a_rows	b_rows	tags	look_for	charts	traps	found	finding_ids	by	date
P:NPI:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_PART_D_PRESCRIBERS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_PART_D_PRESCRIBERS	HEALTH	HEALTH	NPI	NPI	9175	1416883	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: OPIOID_PRSCRBR_RATE in FED_CMS_PART_D_PRESCRIBERS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge partd-is-dy2022 reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	HEALTH	HEALTH	NPI	NPI	9175	2978925	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH	HEALTH	NPI	NPI	9175	14425	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:NPI:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	untouched	4.0	NPI	doctor or clinic	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_HRSA_UDS_SERVICE_DELIVERY_SITES	HEALTH	HEALTH	NPI	FQHC_SITE_NPI_NUMBER	9175	19038	PEOPLE	land rate: how many NPI values, each a doctor or clinic, sit on both sides; check a name or state agrees :: overlap bar | gap: OPERATING_HOURS_PER_WEEK in FED_HRSA_UDS_SERVICE_DELIVERY_SITES for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_ENRLMT_ID:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	untouched	4.0	PECOS_ENRLMT_ID	Medicare enrollment	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH	HEALTH	ENROLLMENT_ID	ENROLLMENT_ID	11063	11508	PEOPLE	land rate: how many PECOS_ENRLMT_ID values, each a Medicare enrollment, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_ENRLMT_ID:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	PECOS_ENRLMT_ID	Medicare enrollment	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	ENROLLMENT_ID	ENROLLMENT_ID	11063	9175	PEOPLE	land rate: how many PECOS_ENRLMT_ID values, each a Medicare enrollment, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_ENRLMT_ID:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	4.0	PECOS_ENRLMT_ID	Medicare enrollment	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	HEALTH	HEALTH	ENROLLMENT_ID	ENRLMT_ID	11063	2978925	PEOPLE	land rate: how many PECOS_ENRLMT_ID values, each a Medicare enrollment, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_ENRLMT_ID:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	untouched	4.0	PECOS_ENRLMT_ID	Medicare enrollment	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH	HEALTH	ENROLLMENT_ID	ENROLLMENT_ID	11063	14425	PEOPLE	land rate: how many PECOS_ENRLMT_ID values, each a Medicare enrollment, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:PECOS_ENRLMT_ID:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	PECOS_ENRLMT_ID	Medicare enrollment	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	ENROLLMENT_ID	ENROLLMENT_ID	11508	9175	PEOPLE	land rate: how many PECOS_ENRLMT_ID values, each a Medicare enrollment, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_ENRLMT_ID:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	4.0	PECOS_ENRLMT_ID	Medicare enrollment	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	HEALTH	HEALTH	ENROLLMENT_ID	ENRLMT_ID	11508	2978925	PEOPLE	land rate: how many PECOS_ENRLMT_ID values, each a Medicare enrollment, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_ENRLMT_ID:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	untouched	4.0	PECOS_ENRLMT_ID	Medicare enrollment	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH	HEALTH	ENROLLMENT_ID	ENROLLMENT_ID	11508	14425	PEOPLE	land rate: how many PECOS_ENRLMT_ID values, each a Medicare enrollment, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:PECOS_ENRLMT_ID:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	4.0	PECOS_ENRLMT_ID	Medicare enrollment	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	HEALTH	HEALTH	ENROLLMENT_ID	ENRLMT_ID	9175	2978925	PEOPLE	land rate: how many PECOS_ENRLMT_ID values, each a Medicare enrollment, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_ENRLMT_ID:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	untouched	4.0	PECOS_ENRLMT_ID	Medicare enrollment	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH	HEALTH	ENROLLMENT_ID	ENROLLMENT_ID	9175	14425	PEOPLE	land rate: how many PECOS_ENRLMT_ID values, each a Medicare enrollment, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_FACILITY_AFFILIATION~HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_FACILITY_AFFILIATION	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH	HEALTH	IND_PAC_ID	ASSOCIATE_ID	2260193	11063	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	facility-affiliation-underreports no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_FACILITY_AFFILIATION~HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_FACILITY_AFFILIATION	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH	HEALTH	IND_PAC_ID	ASSOCIATE_ID	2260193	11508	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	facility-affiliation-underreports no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_FACILITY_AFFILIATION~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_FACILITY_AFFILIATION	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	IND_PAC_ID	ASSOCIATE_ID	2260193	9175	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	facility-affiliation-underreports no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH	HEALTH	ASSOCIATE_ID	ASSOCIATE_ID	11063	11508	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	ASSOCIATE_ID	ASSOCIATE_ID	11063	9175	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	HEALTH	HEALTH	ASSOCIATE_ID	PECOS_ASCT_CNTL_ID	11063	2978925	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS~HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_FEDERALLY_QUALIFIED_HEALTH_CENTER_ENROLLMENTS	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH	HEALTH	ASSOCIATE_ID	ASSOCIATE_ID	11063	14425	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH	HEALTH	ASSOCIATE_ID	ASSOCIATE_ID	11508	9175	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	HEALTH	HEALTH	ASSOCIATE_ID	PECOS_ASCT_CNTL_ID	11508	2978925	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS~HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH	HEALTH	ASSOCIATE_ID	ASSOCIATE_ID	11508	14425	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar | gap: LOCATION_OTHER_TYPE_TEXT in FED_CMS_HOME_HEALTH_AGENCY_ENROLLMENTS for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_PECOS_PROVIDER_ENROLLMENT	HEALTH	HEALTH	ASSOCIATE_ID	PECOS_ASCT_CNTL_ID	9175	2978925	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:PECOS_PAC_ID:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	untouched	4.0	PECOS_PAC_ID	Medicare enrollee	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_SKILLED_NURSING_FACILITY_ENROLLMENTS	HEALTH	HEALTH	ASSOCIATE_ID	ASSOCIATE_ID	9175	14425	PEOPLE	land rate: how many PECOS_PAC_ID values, each a Medicare enrollee, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	no-org-to-person-enrollment-bridge owner-flag-columns-exist-but-empty reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_DIALYSIS~HEALTH__FED_CMS_FACILITY_AFFILIATION	untouched	3.9	CCN	Medicare facility	HEALTH__FED_CMS_DIALYSIS	HEALTH__FED_CMS_FACILITY_AFFILIATION	HEALTH	HEALTH	CCN	CCN	7557	2260193	PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: NETWORK in FED_CMS_DIALYSIS for matched vs unmatched :: paired bars	overlap_bar paired_bars	facility-affiliation-underreports reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_DIALYSIS~HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	untouched	3.9	CCN	Medicare facility	HEALTH__FED_CMS_DIALYSIS	HEALTH__FED_CMS_MEDICARE_DIALYSIS_FACILITIES	HEALTH	HEALTH	CCN	CCN	7557	12456456	PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: NETWORK in FED_CMS_DIALYSIS for matched vs unmatched :: paired bars | gap: MEASURE_SCORE in FED_CMS_MEDICARE_DIALYSIS_FACILITIES for matched vs unmatched :: paired bars	overlap_bar paired_bars	reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_FACILITY_AFFILIATION~HEALTH__FED_CMS_HOSPICE	untouched	3.9	CCN	Medicare facility	HEALTH__FED_CMS_FACILITY_AFFILIATION	HEALTH__FED_CMS_HOSPICE	HEALTH	HEALTH	CCN	CCN	2260193	6852	PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: CMS_REGION in FED_CMS_HOSPICE for matched vs unmatched :: paired bars	overlap_bar paired_bars	facility-affiliation-underreports reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_FACILITY_AFFILIATION~HEALTH__FED_CMS_HOSPITAL_GENERAL	untouched	3.9	CCN	Medicare facility	HEALTH__FED_CMS_FACILITY_AFFILIATION	HEALTH__FED_CMS_HOSPITAL_GENERAL	HEALTH	HEALTH	CCN	CCN	2260193	5432	PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: HOSPITAL_OVERALL_RATING in FED_CMS_HOSPITAL_GENERAL for matched vs unmatched :: paired bars	overlap_bar paired_bars	facility-affiliation-underreports reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_FACILITY_AFFILIATION~HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS	untouched	3.9	CCN	Medicare facility	HEALTH__FED_CMS_FACILITY_AFFILIATION	HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS	HEALTH	HEALTH	CCN	CCN	2260193	5530	PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	facility-affiliation-underreports no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS~HEALTH__FED_CMS_HOSPITAL_GENERAL	untouched	3.9	CCN	Medicare facility	HEALTH__FED_CMS_HOSPITAL_ENROLLMENTS	HEALTH__FED_CMS_HOSPITAL_GENERAL	HEALTH	HEALTH	CCN, CAH_OR_HOSPITAL_CCN	CCN	9175	5432	PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: HOSPITAL_OVERALL_RATING in FED_CMS_HOSPITAL_GENERAL for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CCN:HEALTH__FED_CMS_POS_OTHER~HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS	untouched	3.9	CCN	Medicare facility	HEALTH__FED_CMS_POS_OTHER	HEALTH__FED_CMS_RURAL_HEALTH_CLINIC_ENROLLMENTS	HEALTH	HEALTH	CROSS_REF_PROVIDER_NUMBER, CCN, FQHC_APPROVED_RHC_PROVIDER_NUM, PARENT_PROVIDER_NUMBER, RELATED_PROVIDER_NUMBER	CCN	44429	5530	PEOPLE	land rate: how many CCN values, each a Medicare facility, sit on both sides; check a name or state agrees :: overlap bar | gap: CHOW_CNT in FED_CMS_POS_OTHER for matched vs unmatched :: paired bars	overlap_bar paired_bars	no-org-to-person-enrollment-bridge reach-is-not-a-usable-join				
P:CIK:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~FINANCE__FED_SEC_DERA_SUB_2024Q1	untouched	3.9	CIK	SEC company or person	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	FINANCE__FED_SEC_DERA_SUB_2024Q1	ECONOMICS	FINANCE	CIK	CIK	10414	6028	CROSS	land rate: how many CIK values, each a SEC company or person, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch				
P:CIK:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~FINANCE__FED_SEC_DERA_SUB_2024Q2	untouched	3.9	CIK	SEC company or person	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	FINANCE__FED_SEC_DERA_SUB_2024Q2	ECONOMICS	FINANCE	CIK	CIK	10414	7675	CROSS	land rate: how many CIK values, each a SEC company or person, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch				
P:CIK:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~FINANCE__FED_SEC_DERA_SUB_2024Q3	untouched	3.9	CIK	SEC company or person	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	FINANCE__FED_SEC_DERA_SUB_2024Q3	ECONOMICS	FINANCE	CIK	CIK	10414	6699	CROSS	land rate: how many CIK values, each a SEC company or person, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch				
P:CIK:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~FINANCE__FED_SEC_DERA_SUB_2024Q4	untouched	3.9	CIK	SEC company or person	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	FINANCE__FED_SEC_DERA_SUB_2024Q4	ECONOMICS	FINANCE	CIK	CIK	10414	6491	CROSS	land rate: how many CIK values, each a SEC company or person, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch				
P:CIK:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~FINANCE__FED_SEC_DERA_SUB_2025Q1	untouched	3.9	CIK	SEC company or person	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	FINANCE__FED_SEC_DERA_SUB_2025Q1	ECONOMICS	FINANCE	CIK	CIK	10414	6231	CROSS	land rate: how many CIK values, each a SEC company or person, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch				
P:CIK:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~FINANCE__FED_SEC_DERA_SUB_2025Q2	untouched	3.9	CIK	SEC company or person	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	FINANCE__FED_SEC_DERA_SUB_2025Q2	ECONOMICS	FINANCE	CIK	CIK	10414	7009	CROSS	land rate: how many CIK values, each a SEC company or person, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch				
P:CIK:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~FINANCE__FED_SEC_DERA_SUB_2025Q3	untouched	3.9	CIK	SEC company or person	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	FINANCE__FED_SEC_DERA_SUB_2025Q3	ECONOMICS	FINANCE	CIK	CIK	10414	6541	CROSS	land rate: how many CIK values, each a SEC company or person, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch				
P:CIK:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~FINANCE__FED_SEC_DERA_SUB_2025Q4	untouched	3.9	CIK	SEC company or person	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	FINANCE__FED_SEC_DERA_SUB_2025Q4	ECONOMICS	FINANCE	CIK	CIK	10414	6304	CROSS	land rate: how many CIK values, each a SEC company or person, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch				
P:CIK:ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS~FINANCE__FED_SEC_DERA_SUB_2026Q1	untouched	3.9	CIK	SEC company or person	ECONOMICS__FED_SEC_EDGAR_COMPANY_TICKERS	FINANCE__FED_SEC_DERA_SUB_2026Q1	ECONOMICS	FINANCE	CIK	CIK	10414	6169	CROSS	land rate: how many CIK values, each a SEC company or person, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch				
P:CIK:ECONOMICS__FED_US_SEC_EDGAR~FINANCE__FED_SEC_DERA_SUB_2024Q1	untouched	3.9	CIK	SEC company or person	ECONOMICS__FED_US_SEC_EDGAR	FINANCE__FED_SEC_DERA_SUB_2024Q1	ECONOMICS	FINANCE	CIK	CIK	48984	6028	CROSS	land rate: how many CIK values, each a SEC company or person, sit on both sides; check a name or state agrees :: overlap bar	overlap_bar	ein-and-cik-width-mismatch				
