id	status	score	schema	table	rows	level	geo_col	all_levels	metrics	a	b	tags	look_for	charts	traps	hunt_trap	found	finding_ids	by	date
G2:county:ECONOMICS__FED_BLS_QCEW~ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS	untouched	5.3	ECONOMICS ↔ ENVIRONMENT	FED_BLS_QCEW ↔ FED_EPA_FRS_FRS_PROGRAM_LINKS	3619437	county pair	AREA_FIPS / FIPS_CODE		ANNUAL_AVG_ESTABLISHMENTS, ANNUAL_AVG_EMPLOYMENT +5 / 	ECONOMICS__FED_BLS_QCEW	ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS	CROSS PANEL	roll both to county: ANNUAL_AVG_ESTABLISHMENTS against row count, per person :: scatter | top tenth of counties by ANNUAL_AVG_ESTABLISHMENTS: where do they sit on row count :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:ECONOMICS__FED_BLS_QCEW~HEALTH__FED_DEA_ARCOS	untouched	5.3	ECONOMICS ↔ HEALTH	FED_BLS_QCEW ↔ FED_DEA_ARCOS	3619437	county pair	AREA_FIPS / REPORTER_COUNTY_FIPS, BUYER_COUNTY_FIPS		ANNUAL_AVG_ESTABLISHMENTS, ANNUAL_AVG_EMPLOYMENT +5 / QUANTITY, DOSAGE_UNITS +4	ECONOMICS__FED_BLS_QCEW	HEALTH__FED_DEA_ARCOS	CROSS PANEL	roll both to county: ANNUAL_AVG_ESTABLISHMENTS against QUANTITY, per person :: scatter | top tenth of counties by ANNUAL_AVG_ESTABLISHMENTS: where do they sit on QUANTITY :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:county:ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS~HEALTH__FED_DEA_ARCOS	untouched	5.3	ENVIRONMENT ↔ HEALTH	FED_EPA_FRS_FRS_PROGRAM_LINKS ↔ FED_DEA_ARCOS	4406498	county pair	FIPS_CODE / REPORTER_COUNTY_FIPS, BUYER_COUNTY_FIPS		 / QUANTITY, DOSAGE_UNITS +4	ENVIRONMENT__FED_EPA_FRS_FRS_PROGRAM_LINKS	HEALTH__FED_DEA_ARCOS	CROSS PANEL	roll both to county: row count against QUANTITY, per person :: scatter | top tenth of counties by row count: where do they sit on QUANTITY :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__EPA_PENALTY_GAP~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	EPA_PENALTY_GAP ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		TOTAL_PENALTIES, LAST_PENALTY_AMT +8 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__EPA_PENALTY_GAP	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: EPA_PENALTY_GAP points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_ECHO~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_EPA_ECHO ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		TOTAL_PENALTIES, PENALTY_COUNT +12 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_EPA_ECHO	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_EPA_ECHO points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_FRS_FACILITIES~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_EPA_FRS_FACILITIES ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_EPA_FRS_FACILITIES	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_EPA_FRS_FACILITIES points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_EPA_FRS_FRS_FACILITIES ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	LATITUDE_MEASURE, LONGITUDE_MEASURE / LATITUDE, LONGITUDE		 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_EPA_FRS_FRS_FACILITIES	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_EPA_FRS_FRS_FACILITIES points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_GHGRP_FACILITY~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_EPA_GHGRP_FACILITY ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ADDRESS2, BAMM_USED_DESC +2 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_EPA_GHGRP_FACILITY	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_EPA_GHGRP_FACILITY points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_EPA_NPDES_ICIS_FACILITIES ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	GEOCODE_LATITUDE, GEOCODE_LONGITUDE / LATITUDE, LONGITUDE		 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_EPA_NPDES_ICIS_FACILITIES	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_EPA_NPDES_ICIS_FACILITIES points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_BASIC_2023~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_EPA_TRI_BASIC_2023 ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	C_12_LATITUDE, C_13_LONGITUDE / LATITUDE, LONGITUDE		C_14_HORIZONTAL_DATUM, C_65_ON_SITE_RELEASE_TOTAL +8 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_EPA_TRI_BASIC_2023	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_EPA_TRI_BASIC_2023 points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_TRI_FACILITY~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_EPA_TRI_FACILITY ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	FAC_LATITUDE, FAC_LONGITUDE, PREF_LATITUDE, PREF_LONGITUDE / LATITUDE, LONGITUDE		ASGN_TECHNICAL_CONTACT, MAIL +1 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_EPA_TRI_FACILITY	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_EPA_TRI_FACILITY points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	nursing-home-chow-flag-constant reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_FRACFOCUS_DISCLOSURE_LIST ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		TVD, TOTAL_BASE_WATER_VOLUME +1 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_FRACFOCUS_DISCLOSURE_LIST	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_FRACFOCUS_DISCLOSURE_LIST points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_FRACFOCUS_REGISTRY~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_FRACFOCUS_REGISTRY ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		TVD, TOTAL_BASE_WATER_VOLUME +4 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_FRACFOCUS_REGISTRY	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_FRACFOCUS_REGISTRY points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_USGS_MINERALS~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_USGS_MINERALS ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_USGS_MINERALS	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_USGS_MINERALS points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_USGS_ORPHANED_OIL_GAS_WELLS ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_USGS_ORPHANED_OIL_GAS_WELLS	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_USGS_ORPHANED_OIL_GAS_WELLS points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_USGS_WATER~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	ENVIRONMENT ↔ HOUSING	FED_USGS_WATER ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		VALUE / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_USGS_WATER	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_USGS_WATER points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.3	FINANCE ↔ HOUSING	FED_FDIC_SOD_BRANCH_DEPOSITS ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	35601	proximity pair	SIMS_LATITUDE, SIMS_LONGITUDE / LATITUDE, LONGITUDE		BRANCH_DEPOSITS_THOUSANDS, INSTITUTION_ASSETS_THOUSANDS +5 / HH_INCOME, PERSON_INCOME +9	FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_FDIC_SOD_BRANCH_DEPOSITS points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS~JUSTICE__FED_ATF_FFL	untouched	5.3	HOUSING ↔ JUSTICE	FED_HUD_ASSISTED_HOUSING_PROJECTS ↔ FED_ATF_FFL	35601	proximity pair	LATITUDE, LONGITUDE / LONGITUDE, LATITUDE		HH_INCOME, PERSON_INCOME +9 / 	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	JUSTICE__FED_ATF_FFL	MONEY CROSS PANEL	what sits near what: FED_HUD_ASSISTED_HOUSING_PROJECTS points within a mile of FED_ATF_FFL points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	atf-zips-lost-leading-zeros reach-is-not-a-usable-join					
G2:near:HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS~LABOR__FED_MSHA_MINES	untouched	5.3	HOUSING ↔ LABOR	FED_HUD_ASSISTED_HOUSING_PROJECTS ↔ FED_MSHA_MINES	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		HH_INCOME, PERSON_INCOME +9 / DAYS_PER_WEEK, HOURS_PER_SHIFT	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	LABOR__FED_MSHA_MINES	MONEY CROSS PANEL	what sits near what: FED_HUD_ASSISTED_HOUSING_PROJECTS points within a mile of FED_MSHA_MINES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join three-tables-not-what-they-look-like					
G2:near:HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS~MARITIME__FED_NOAA_AIS	untouched	5.3	HOUSING ↔ MARITIME	FED_HUD_ASSISTED_HOUSING_PROJECTS ↔ FED_NOAA_AIS	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		HH_INCOME, PERSON_INCOME +9 / SPEED_OVER_GROUND, COURSE_OVER_GROUND +4	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MARITIME__FED_NOAA_AIS	MONEY CROSS PANEL	what sits near what: FED_HUD_ASSISTED_HOUSING_PROJECTS points within a mile of FED_NOAA_AIS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS~SCIENCE__FED_USGS_EARTHQUAKES	untouched	5.3	HOUSING ↔ SCIENCE	FED_HUD_ASSISTED_HOUSING_PROJECTS ↔ FED_USGS_EARTHQUAKES	35601	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		HH_INCOME, PERSON_INCOME +9 / DEPTH, MAG +8	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	SCIENCE__FED_USGS_EARTHQUAKES	MONEY CROSS PANEL	what sits near what: FED_HUD_ASSISTED_HOUSING_PROJECTS points within a mile of FED_USGS_EARTHQUAKES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G:DIM_ZIP_POINT	untouched	5.3	CORE	DIM_ZIP_POINT	33486	county	PRIMARY_COUNTY_FIPS	county, ZIP code, state, state, map point	COUNTY_SPAN			MAP REFERENCE	rank every county by COUNTY_SPAN per person, using CORE.DIM_COUNTY population :: choropleth map | correlate against every other county number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter	reach-is-not-a-usable-join					
G:ECONOMICS__INTL_GLEIF	untouched	5.3	ECONOMICS	ECONOMICS__INTL_GLEIF	3382301	country	ENTITY_LEGALADDRESS_COUNTRY, ENTITY_HEADQUARTERSADDRESS_COUNTRY, ENTITY_OTHERADDRESSES_OTHERADDRESS_1_COUNTRY, ENTITY_OTHERADDRESSES_OTHERADDRESS_2_COUNTRY	country	row count only			MAP OUTCOME	rank every country by row count per person :: world map | offshore and sanctions hot spots: which countries carry the money or the harm :: world map | which places moved most over ENTITY_ENTITYCREATIONDATE :: slope chart | top and bottom tenth: name them, then name the boring reason :: decile staircase	decile_staircase slope_chart world_map						
G:ENERGY__FED_EIA861_DEMAND_RESPONSE	untouched	5.3	ENERGY	ENERGY__FED_EIA861_DEMAND_RESPONSE	339	state	STATE	state	RESIDENTIAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS, COMMERCIAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS, INDUSTRIAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS, TRANSPORTATION_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS, TOTAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS, RESIDENTIAL_ALL_OTHER_COSTS_THOUSAND_DOLLARS +25			MONEY MAP	rank every state by RESIDENTIAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS per person :: choropleth map | correlate against every other state number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter						
G:ENERGY__FED_EIA861_ENERGY_EFFICIENCY	untouched	5.3	ENERGY	ENERGY__FED_EIA861_ENERGY_EFFICIENCY	458	state	STATE	state	RESIDENTIAL_INCREMENTAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS, COMMERCIAL_INCREMENTAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS, INDUSTRIAL_INCREMENTAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS, TRANSPORTATION_INCREMENTAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS, TOTAL_INCREMENTAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS, RESIDENTIAL_INCREMENTAL_ALL_OTHER_COSTS_THOUSAND_DOLLARS +38			MONEY MAP	rank every state by RESIDENTIAL_INCREMENTAL_CUSTOMER_INCENTIVES_THOUSAND_DOLLARS per person :: choropleth map | correlate against every other state number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter						
G:REFERENCE__CENSUS_CB_ZCTA	untouched	5.3	REFERENCE	REFERENCE__CENSUS_CB_ZCTA	33791	county	GEOID20	county, ZIP code	row count only			MAP REFERENCE	rank every county by row count per person, using CORE.DIM_COUNTY population :: choropleth map | correlate against every other county number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter	reach-is-not-a-usable-join					
G:XWALK_ZCTA_COUNTY	untouched	5.3	CORE	XWALK_ZCTA_COUNTY	46960	county	COUNTY_FIPS	county, ZIP code, state, state	row count only			MAP REFERENCE	rank every county by row count per person, using CORE.DIM_COUNTY population :: choropleth map | correlate against every other county number; see the county panel rows :: scatter | top and bottom tenth: name them, then name the boring reason :: decile staircase	choropleth_map decile_staircase scatter	reach-is-not-a-usable-join					
G2:county:FINANCE__FED_FDIC_BANK_DATA~FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	untouched	5.2	FINANCE ↔ FINANCE	FED_FDIC_BANK_DATA ↔ FED_FDIC_SOD_BRANCH_DEPOSITS	27836	county pair	FIPS / BRANCH_STATE_COUNTY_FIPS, INSTITUTION_STATE_COUNTY_FIPS		ASSET, DEP +4 / BRANCH_DEPOSITS_THOUSANDS, INSTITUTION_ASSETS_THOUSANDS +5	FINANCE__FED_FDIC_BANK_DATA	FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	MONEY PANEL	roll both to county: ASSET against BRANCH_DEPOSITS_THOUSANDS, per person :: scatter | top tenth of counties by ASSET: where do they sit on BRANCH_DEPOSITS_THOUSANDS :: decile staircase | counties high on both: name them, then the boring reason :: two-color map	decile_staircase scatter two-color_map	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__EPA_PENALTY_GAP~FINANCE__FED_FDIC_BANK_DATA	untouched	5.2	ENVIRONMENT ↔ FINANCE	EPA_PENALTY_GAP ↔ FED_FDIC_BANK_DATA	27836	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		TOTAL_PENALTIES, LAST_PENALTY_AMT +8 / ASSET, DEP +4	ENVIRONMENT__EPA_PENALTY_GAP	FINANCE__FED_FDIC_BANK_DATA	MONEY CROSS PANEL	what sits near what: EPA_PENALTY_GAP points within a mile of FED_FDIC_BANK_DATA points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~FINANCE__FED_FDIC_BANK_DATA	untouched	5.2	ENVIRONMENT ↔ FINANCE	FED_EPA_AQS_SITES ↔ FED_FDIC_BANK_DATA	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / ASSET, DEP +4	ENVIRONMENT__FED_EPA_AQS_SITES	FINANCE__FED_FDIC_BANK_DATA	MONEY CROSS PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_FDIC_BANK_DATA points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	untouched	5.2	ENVIRONMENT ↔ FINANCE	FED_EPA_AQS_SITES ↔ FED_FDIC_SOD_BRANCH_DEPOSITS	20994	proximity pair	LATITUDE, LONGITUDE / SIMS_LATITUDE, SIMS_LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / BRANCH_DEPOSITS_THOUSANDS, INSTITUTION_ASSETS_THOUSANDS +5	ENVIRONMENT__FED_EPA_AQS_SITES	FINANCE__FED_FDIC_SOD_BRANCH_DEPOSITS	MONEY CROSS PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_FDIC_SOD_BRANCH_DEPOSITS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	untouched	5.2	ENVIRONMENT ↔ HEALTH	FED_EPA_AQS_SITES ↔ FED_HRSA_HPSA_PRIMARY_CARE	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / HPSA_SCORE, PC_MCTA_SCORE +8	ENVIRONMENT__FED_EPA_AQS_SITES	HEALTH__FED_HRSA_HPSA_PRIMARY_CARE	HARM CROSS PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_HRSA_HPSA_PRIMARY_CARE points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~HEALTH__FED_HRSA_SHORTAGE_AREAS	untouched	5.2	ENVIRONMENT ↔ HEALTH	FED_EPA_AQS_SITES ↔ FED_HRSA_SHORTAGE_AREAS	20994	proximity pair	LATITUDE, LONGITUDE / LONGITUDE, LATITUDE		ELEVATION, MET_SITE_DISTANCE +1 / rows with HPSA_DISCIPLINE_CLASS	ENVIRONMENT__FED_EPA_AQS_SITES	HEALTH__FED_HRSA_SHORTAGE_AREAS	HARM CROSS PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_HRSA_SHORTAGE_AREAS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	untouched	5.2	ENVIRONMENT ↔ HOUSING	FED_EPA_AQS_SITES ↔ FED_HUD_ASSISTED_HOUSING_PROJECTS	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / HH_INCOME, PERSON_INCOME +9	ENVIRONMENT__FED_EPA_AQS_SITES	HOUSING__FED_HUD_ASSISTED_HOUSING_PROJECTS	MONEY CROSS PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_HUD_ASSISTED_HOUSING_PROJECTS points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~JUSTICE__INTL_UCDP_GED	untouched	5.2	ENVIRONMENT ↔ JUSTICE	FED_EPA_AQS_SITES ↔ INTL_UCDP_GED	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / DEATHS_A, DEATHS_B +10	ENVIRONMENT__FED_EPA_AQS_SITES	JUSTICE__INTL_UCDP_GED	HARM CROSS PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of INTL_UCDP_GED points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
G2:near:ENVIRONMENT__FED_EPA_AQS_SITES~TRANSPORT__FED_FRA_CASUALTIES	untouched	5.2	ENVIRONMENT ↔ TRANSPORT	FED_EPA_AQS_SITES ↔ FED_FRA_CASUALTIES	20994	proximity pair	LATITUDE, LONGITUDE / LATITUDE, LONGITUDE		ELEVATION, MET_SITE_DISTANCE +1 / POSITIVE_ALCOHOL_TESTS, POSITIVE_DRUG_TESTS +8	ENVIRONMENT__FED_EPA_AQS_SITES	TRANSPORT__FED_FRA_CASUALTIES	HARM CROSS PANEL	what sits near what: FED_EPA_AQS_SITES points within a mile of FED_FRA_CASUALTIES points :: point map | count of near neighbors per point; the ones with the most :: ranked bar	point_map ranked_bar	reach-is-not-a-usable-join					
