model,layer,subject,family,class,thing_token,map_evidence,map_confidence,grain_phrase,spine_entity,natural_key,n_columns,column_quality,pre_aggregated,sem_date,sem_money,sem_geo,sem_id,sem_code,sem_population,sem_flag,sem_quantity
stg_portal_cka_open_data_sa_2c667a6fc6__places,staging,portal_cka_open_data_sa_2c667a6fc6,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,17,star-cte-resolved,False,0,0,1,0,1,0,0,1
stg_portal_cka_open_data_sa_2f8287a9cb__places,staging,portal_cka_open_data_sa_2f8287a9cb,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,14,star-cte-resolved,False,0,0,0,0,1,0,0,0
stg_portal_cka_open_data_sa_2fcd3aefd6__places,staging,portal_cka_open_data_sa_2fcd3aefd6,place,noun,places,name token 'places',medium,record,place.,"SHAPE__LENGTH, CREATED_DATE",9,star-cte-resolved,False,2,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_320c4dfdb2__places,staging,portal_cka_open_data_sa_320c4dfdb2,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,6,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_3769bb8138__places,staging,portal_cka_open_data_sa_3769bb8138,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,12,star-cte-resolved,False,3,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_38df78bd6d__places,staging,portal_cka_open_data_sa_38df78bd6d,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,12,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_open_data_sa_3b9ccbcfd0__places,staging,portal_cka_open_data_sa_3b9ccbcfd0,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_open_data_sa_424e5a26f3__places,staging,portal_cka_open_data_sa_424e5a26f3,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,15,star-cte-resolved,False,0,0,1,0,1,0,0,1
stg_portal_cka_open_data_sa_46bf1abbc1__places,staging,portal_cka_open_data_sa_46bf1abbc1,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,11,star-cte-resolved,False,0,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_581de3800b__places,staging,portal_cka_open_data_sa_581de3800b,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,1,0,1,0,0,0,0,0
stg_portal_cka_open_data_sa_58b0401c9a__places,staging,portal_cka_open_data_sa_58b0401c9a,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,23,star-cte-resolved,False,0,0,1,0,3,0,0,0
stg_portal_cka_open_data_sa_5b3ce659e5__records,staging,portal_cka_open_data_sa_5b3ce659e5,facility,noun,facilities,dataset title token 'facilities' in: public safety facilities,medium,record,,ID,16,star-cte-resolved,False,0,0,6,1,0,0,0,0
stg_portal_cka_open_data_sa_61f8b1c981__places,staging,portal_cka_open_data_sa_61f8b1c981,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,11,star-cte-resolved,False,0,0,2,1,1,0,0,0
stg_portal_cka_open_data_sa_6891c6fcc4__places,staging,portal_cka_open_data_sa_6891c6fcc4,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_68bcb9dda1__places,staging,portal_cka_open_data_sa_68bcb9dda1,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,10,star-cte-resolved,False,0,0,0,0,1,0,0,0
stg_portal_cka_open_data_sa_726064391e__places,staging,portal_cka_open_data_sa_726064391e,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,25,star-cte-resolved,False,3,1,3,0,3,0,0,1
stg_portal_cka_open_data_sa_7659b16d25__places,staging,portal_cka_open_data_sa_7659b16d25,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,9,star-cte-resolved,False,1,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_87c271a71e__places,staging,portal_cka_open_data_sa_87c271a71e,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,6,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_open_data_sa_9548772c45__places,staging,portal_cka_open_data_sa_9548772c45,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,10,star-cte-resolved,False,0,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_9770eb9ebd__places,staging,portal_cka_open_data_sa_9770eb9ebd,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,11,star-cte-resolved,False,1,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_98d226a574__places,staging,portal_cka_open_data_sa_98d226a574,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_9c302ca0ab__places,staging,portal_cka_open_data_sa_9c302ca0ab,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_9dca88d285__places,staging,portal_cka_open_data_sa_9dca88d285,place,noun,places,name token 'places',medium,record,place.,"SHAPE__LENGTH, FISCAL_YEAR",26,star-cte-resolved,False,3,1,1,0,4,0,0,2
stg_portal_cka_open_data_sa_a8ef161189__places,staging,portal_cka_open_data_sa_a8ef161189,place,noun,places,name token 'places',medium,record,place.,"SHAPE__LENGTH, CREATED_DATE",11,star-cte-resolved,False,2,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_ad9a53047c__places,staging,portal_cka_open_data_sa_ad9a53047c,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,1,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_afe18e40af__places,staging,portal_cka_open_data_sa_afe18e40af,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,7,star-cte-resolved,False,0,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_b9860a2de3__places,staging,portal_cka_open_data_sa_b9860a2de3,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,9,star-cte-resolved,False,0,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_c12d73f01d__places,staging,portal_cka_open_data_sa_c12d73f01d,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,10,star-cte-resolved,False,0,0,0,1,0,0,0,0
stg_portal_cka_open_data_sa_c589d75d2f__places,staging,portal_cka_open_data_sa_c589d75d2f,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,7,star-cte-resolved,False,0,0,0,0,1,0,0,0
stg_portal_cka_open_data_sa_c7cf87b213__places,staging,portal_cka_open_data_sa_c7cf87b213,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,32,star-cte-resolved,False,0,0,1,0,1,0,0,0
stg_portal_cka_open_data_sa_cc35a6d7fa__places,staging,portal_cka_open_data_sa_cc35a6d7fa,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,10,star-cte-resolved,False,0,0,0,0,1,0,0,1
stg_portal_cka_open_data_sa_ce75f7fdde__places,staging,portal_cka_open_data_sa_ce75f7fdde,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,0,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_ceb607964a__places,staging,portal_cka_open_data_sa_ceb607964a,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,6,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_d06a042788__places,staging,portal_cka_open_data_sa_d06a042788,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,18,star-cte-resolved,False,0,0,1,0,1,0,0,0
stg_portal_cka_open_data_sa_d4bc1d6201__places,staging,portal_cka_open_data_sa_d4bc1d6201,place,noun,place,grain says 'one row per place',high,place,place.,ZIPCODE,4,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_open_data_sa_d770780eeb__places,staging,portal_cka_open_data_sa_d770780eeb,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,0,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_dc31e10278__places,staging,portal_cka_open_data_sa_dc31e10278,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,0,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_dd50c64c64__places,staging,portal_cka_open_data_sa_dd50c64c64,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,9,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_open_data_sa_e078d81651__places,staging,portal_cka_open_data_sa_e078d81651,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,35,star-cte-resolved,False,4,0,1,0,0,0,0,0
stg_portal_cka_open_data_sa_e2b711db0f__places,staging,portal_cka_open_data_sa_e2b711db0f,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,20,star-cte-resolved,False,0,0,1,0,1,0,0,1
stg_portal_cka_open_data_sa_e6366cdfc9__places,staging,portal_cka_open_data_sa_e6366cdfc9,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,11,star-cte-resolved,False,1,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_e8025ed747__places,staging,portal_cka_open_data_sa_e8025ed747,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,12,star-cte-resolved,False,1,0,0,0,0,0,0,1
stg_portal_cka_open_data_sa_e83e833a45__places,staging,portal_cka_open_data_sa_e83e833a45,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,29,star-cte-resolved,False,3,1,5,0,4,0,0,4
stg_portal_cka_open_data_sa_e846782f2c__records,staging,portal_cka_open_data_sa_e846782f2c,program,noun,plan,dataset title token 'plan' in: preliminary plan reviews,medium,record,,RECORD_ID,38,star-cte-resolved,False,3,1,12,1,4,0,0,1
stg_portal_cka_open_data_sa_e8bb377538__places,staging,portal_cka_open_data_sa_e8bb377538,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,7,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_e90902c24c__places,staging,portal_cka_open_data_sa_e90902c24c,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,10,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_f38d25f947__places,staging,portal_cka_open_data_sa_f38d25f947,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,8,star-cte-resolved,False,1,0,0,0,0,0,0,0
stg_portal_cka_open_data_sa_fa2a7705ec__places,staging,portal_cka_open_data_sa_fa2a7705ec,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,7,star-cte-resolved,False,0,0,0,0,1,0,0,0
stg_portal_cka_open_data_sa_fc8f1bae69__places,staging,portal_cka_open_data_sa_fc8f1bae69,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE__LENGTH,6,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_00b8041d47__records,staging,portal_cka_san_jose_open_da_00b8041d47,role,link,service,dataset title token 'service' in: 311 service request data,medium,record,,INCIDENT_ID,12,star-cte-resolved,False,2,0,2,1,3,0,0,0
stg_portal_cka_san_jose_open_da_03014f9c15__places,staging,portal_cka_san_jose_open_da_03014f9c15,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,28,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_0d51ec3643__places,staging,portal_cka_san_jose_open_da_0d51ec3643,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,41,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_0e84d71b5d__places,staging,portal_cka_san_jose_open_da_0e84d71b5d,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,26,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_san_jose_open_da_131db5b4a0__places,staging,portal_cka_san_jose_open_da_131db5b4a0,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,12,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_151f8e4dbb__places,staging,portal_cka_san_jose_open_da_151f8e4dbb,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,41,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_17dd46ea4d__places,staging,portal_cka_san_jose_open_da_17dd46ea4d,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,22,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_san_jose_open_da_1f745f1e15__places,staging,portal_cka_san_jose_open_da_1f745f1e15,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,12,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_2789ef054e__places,staging,portal_cka_san_jose_open_da_2789ef054e,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,41,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_2a3d59095b__places,staging,portal_cka_san_jose_open_da_2a3d59095b,place,noun,place,grain says 'one row per place',high,place,place.,LATITUDE,41,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_san_jose_open_da_2ed954c361__places,staging,portal_cka_san_jose_open_da_2ed954c361,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,12,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_390a683a1f__places,staging,portal_cka_san_jose_open_da_390a683a1f,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,11,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_4006091422__places,staging,portal_cka_san_jose_open_da_4006091422,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,17,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_4b62ee3e47__places,staging,portal_cka_san_jose_open_da_4b62ee3e47,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,11,star-cte-resolved,False,0,0,0,0,1,0,0,0
stg_portal_cka_san_jose_open_da_5635d41e74__places,staging,portal_cka_san_jose_open_da_5635d41e74,place,noun,place,grain says 'one row per place',high,place,place.,LONGITUDE,30,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_san_jose_open_da_5a544b8d01__places,staging,portal_cka_san_jose_open_da_5a544b8d01,place,noun,place,grain says 'one row per place',high,place,place.,LATITUDE,23,star-cte-resolved,False,0,0,2,0,1,0,0,0
stg_portal_cka_san_jose_open_da_5b443a0101__places,staging,portal_cka_san_jose_open_da_5b443a0101,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,16,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_5ed011d868__places,staging,portal_cka_san_jose_open_da_5ed011d868,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,29,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_san_jose_open_da_788cbd21b2__places,staging,portal_cka_san_jose_open_da_788cbd21b2,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,10,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_794f17ebe2__places,staging,portal_cka_san_jose_open_da_794f17ebe2,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,18,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_san_jose_open_da_7b1a49b2ac__places,staging,portal_cka_san_jose_open_da_7b1a49b2ac,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,17,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_san_jose_open_da_804d7561a2__places,staging,portal_cka_san_jose_open_da_804d7561a2,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,19,star-cte-resolved,False,0,0,0,1,1,0,0,0
stg_portal_cka_san_jose_open_da_846214a7c0__places,staging,portal_cka_san_jose_open_da_846214a7c0,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,41,star-cte-resolved,False,0,0,1,0,0,0,0,0
stg_portal_cka_san_jose_open_da_876760587a__places,staging,portal_cka_san_jose_open_da_876760587a,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,14,star-cte-resolved,False,0,0,0,0,0,0,0,1
stg_portal_cka_san_jose_open_da_8ae30c65de__places,staging,portal_cka_san_jose_open_da_8ae30c65de,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,13,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_8bc8cd595b__places,staging,portal_cka_san_jose_open_da_8bc8cd595b,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,27,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_san_jose_open_da_98849b65ee__places,staging,portal_cka_san_jose_open_da_98849b65ee,place,noun,places,name token 'places',medium,record,place.,"LATITUDE, REPORTDATE",47,star-cte-resolved,False,0,0,2,0,0,0,0,0
stg_portal_cka_san_jose_open_da_9bcce40a0f__places,staging,portal_cka_san_jose_open_da_9bcce40a0f,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_LENGTH,16,star-cte-resolved,False,1,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_9e83620979__places,staging,portal_cka_san_jose_open_da_9e83620979,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,14,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_9eb7d97238__places,staging,portal_cka_san_jose_open_da_9eb7d97238,place,noun,place,grain says 'one row per place',high,place,place.,LAT,35,star-cte-resolved,False,0,0,3,0,0,0,0,0
stg_portal_cka_san_jose_open_da_9f5fd1969e__places,staging,portal_cka_san_jose_open_da_9f5fd1969e,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,13,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_a02c259acb__places,staging,portal_cka_san_jose_open_da_a02c259acb,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,14,star-cte-resolved,False,0,0,0,0,0,0,0,0
stg_portal_cka_san_jose_open_da_a1a1e9ba90__places,staging,portal_cka_san_jose_open_da_a1a1e9ba90,place,noun,place,grain says 'one row per place',high,place,place.,SHAPE_AREA,17,star-cte-resolved,False,0,0,0,0,1,0,0,0
