branch,park_type,family,model,line
did anyone get hurt (harm join),needs-second-table,unresolved,stg_fed_icij_offshoreleaks__others,stg_fed_icij_offshoreleaks__others: harm lives in a different fact table
join to the entity spine,needs-crosswalk,role,stg_fed_icij_offshoreleaks__relationships,stg_fed_icij_offshoreleaks__relationships: spine entity undetermined at onboarding
per person served,needs-population,facility,stg_fed_ihs_facilities__facilities,stg_fed_ihs_facilities__facilities: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,facility,stg_fed_ihs_facilities__facilities,stg_fed_ihs_facilities__facilities: spine entity undetermined at onboarding
any trend over time,needs-history,facility,stg_fed_ihs_facilities__facilities,stg_fed_ihs_facilities__facilities: no date column — snapshot only
per person served,needs-population,facility,stg_fed_ihs_scb_facility__facilities,stg_fed_ihs_scb_facility__facilities: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,facility,stg_fed_ihs_scb_facility__facilities,stg_fed_ihs_scb_facility__facilities: spine entity undetermined at onboarding
any trend over time,needs-history,facility,stg_fed_ihs_scb_facility__facilities,stg_fed_ihs_scb_facility__facilities: no date column — snapshot only
per person served,needs-population,filing,stg_fed_irs_527_orgs__records,stg_fed_irs_527_orgs__records: no population/served column on the thing itself
was there an inspection first (real lineage),needs-lineage,filing,stg_fed_irs_527_orgs__records,stg_fed_irs_527_orgs__records: stage-to-stage links need row-level lineage proof
did anyone get hurt (harm join),needs-second-table,filing,stg_fed_irs_527_orgs__records,stg_fed_irs_527_orgs__records: harm lives in a different fact table
per person served,needs-population,organization,stg_fed_irs_990__organizations,stg_fed_irs_990__organizations: no population/served column on the thing itself
any trend over time,needs-history,organization,stg_fed_irs_990__organizations,stg_fed_irs_990__organizations: no date column — snapshot only
per person served,needs-population,measurement,stg_fed_irs_990_efile_index__records,stg_fed_irs_990_efile_index__records: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,measurement,stg_fed_irs_990_efile_index__records,stg_fed_irs_990_efile_index__records: spine entity undetermined at onboarding
was there an inspection first (real lineage),needs-lineage,measurement,stg_fed_irs_990_efile_index__records,stg_fed_irs_990_efile_index__records: stage-to-stage links need row-level lineage proof
did anyone get hurt (harm join),needs-second-table,measurement,stg_fed_irs_990_efile_index__records,stg_fed_irs_990_efile_index__records: harm lives in a different fact table
per person served,needs-population,organization,stg_fed_irs_bmf__organizations,stg_fed_irs_bmf__organizations: no population/served column on the thing itself
any trend over time,needs-history,organization,stg_fed_irs_bmf__organizations,stg_fed_irs_bmf__organizations: no date column — snapshot only
per person served,needs-population,organization,stg_fed_irs_eo_bmf__orgs,stg_fed_irs_eo_bmf__orgs: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,organization,stg_fed_irs_eo_bmf__orgs,stg_fed_irs_eo_bmf__orgs: spine entity undetermined at onboarding
per person served,needs-population,organization,stg_fed_irs_eo_pr__records,stg_fed_irs_eo_pr__records: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,organization,stg_fed_irs_eo_pr__records,stg_fed_irs_eo_pr__records: spine entity undetermined at onboarding
any trend over time,needs-history,organization,stg_fed_irs_eo_pr__records,stg_fed_irs_eo_pr__records: no date column — snapshot only
per person served,needs-population,organization,stg_fed_irs_revocation__organizations,stg_fed_irs_revocation__organizations: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,aggregate,stg_fed_irs_soi__records,stg_fed_irs_soi__records: spine entity undetermined at onboarding
row-level version of this aggregate,needs-source-upgrade,aggregate,stg_fed_irs_soi__records,stg_fed_irs_soi__records: publisher pre-aggregated — per-noun cuts impossible below its grain
per person served,needs-population,post,stg_fed_itis_comments__comments,stg_fed_itis_comments__comments: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,post,stg_fed_itis_comments__comments,stg_fed_itis_comments__comments: spine entity undetermined at onboarding
was there an inspection first (real lineage),needs-lineage,post,stg_fed_itis_comments__comments,stg_fed_itis_comments__comments: stage-to-stage links need row-level lineage proof
did anyone get hurt (harm join),needs-second-table,post,stg_fed_itis_comments__comments,stg_fed_itis_comments__comments: harm lives in a different fact table
per person served,needs-population,person,stg_fed_itis_experts__experts,stg_fed_itis_experts__experts: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,person,stg_fed_itis_experts__experts,stg_fed_itis_experts__experts: spine entity undetermined at onboarding
join to the entity spine,needs-crosswalk,code,stg_fed_itis_geographic_div__geographic_divisions,stg_fed_itis_geographic_div__geographic_divisions: spine entity undetermined at onboarding
join to the entity spine,needs-crosswalk,code,stg_fed_itis_hierarchy__hierarchy,stg_fed_itis_hierarchy__hierarchy: spine entity undetermined at onboarding
any trend over time,needs-history,code,stg_fed_itis_hierarchy__hierarchy,stg_fed_itis_hierarchy__hierarchy: no date column — snapshot only
join to the entity spine,needs-crosswalk,code,stg_fed_itis_jurisdiction__jurisdictions,stg_fed_itis_jurisdiction__jurisdictions: spine entity undetermined at onboarding
per person served,needs-population,program,stg_fed_itis_kingdoms__kingdoms,stg_fed_itis_kingdoms__kingdoms: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,program,stg_fed_itis_kingdoms__kingdoms,stg_fed_itis_kingdoms__kingdoms: spine entity undetermined at onboarding
join to the entity spine,needs-crosswalk,code,stg_fed_itis_longnames__complete_names,stg_fed_itis_longnames__complete_names: spine entity undetermined at onboarding
any trend over time,needs-history,code,stg_fed_itis_longnames__complete_names,stg_fed_itis_longnames__complete_names: no date column — snapshot only
join to the entity spine,needs-crosswalk,code,stg_fed_itis_nodc_ids__nodc_ids,stg_fed_itis_nodc_ids__nodc_ids: spine entity undetermined at onboarding
per person served,needs-population,program,stg_fed_itis_other_sources__other_sources,stg_fed_itis_other_sources__other_sources: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,program,stg_fed_itis_other_sources__other_sources,stg_fed_itis_other_sources__other_sources: spine entity undetermined at onboarding
per person served,needs-population,dataset,stg_fed_itis_publications__publications,stg_fed_itis_publications__publications: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,dataset,stg_fed_itis_publications__publications,stg_fed_itis_publications__publications: spine entity undetermined at onboarding
join to the entity spine,needs-crosswalk,code,stg_fed_itis_reference_links__reference_links,stg_fed_itis_reference_links__reference_links: spine entity undetermined at onboarding
join to the entity spine,needs-crosswalk,code,stg_fed_itis_strippedauthor__stripped_authors,stg_fed_itis_strippedauthor__stripped_authors: spine entity undetermined at onboarding
any trend over time,needs-history,code,stg_fed_itis_strippedauthor__stripped_authors,stg_fed_itis_strippedauthor__stripped_authors: no date column — snapshot only
join to the entity spine,needs-crosswalk,role,stg_fed_itis_synonym_links__synonyms,stg_fed_itis_synonym_links__synonyms: spine entity undetermined at onboarding
join to the entity spine,needs-crosswalk,code,stg_fed_itis_taxon_authors_lkp__authors,stg_fed_itis_taxon_authors_lkp__authors: spine entity undetermined at onboarding
join to the entity spine,needs-crosswalk,code,stg_fed_itis_taxon_unit_types__rank_types,stg_fed_itis_taxon_unit_types__rank_types: spine entity undetermined at onboarding
join to the entity spine,needs-crosswalk,code,stg_fed_itis_taxonomic_units__taxa,stg_fed_itis_taxonomic_units__taxa: spine entity undetermined at onboarding
per person served,needs-population,post,stg_fed_itis_tu_comments_links__comment_links,stg_fed_itis_tu_comments_links__comment_links: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,post,stg_fed_itis_tu_comments_links__comment_links,stg_fed_itis_tu_comments_links__comment_links: spine entity undetermined at onboarding
was there an inspection first (real lineage),needs-lineage,post,stg_fed_itis_tu_comments_links__comment_links,stg_fed_itis_tu_comments_links__comment_links: stage-to-stage links need row-level lineage proof
did anyone get hurt (harm join),needs-second-table,post,stg_fed_itis_tu_comments_links__comment_links,stg_fed_itis_tu_comments_links__comment_links: harm lives in a different fact table
join to the entity spine,needs-crosswalk,code,stg_fed_itis_vern_ref_links__vernacular_ref_links,stg_fed_itis_vern_ref_links__vernacular_ref_links: spine entity undetermined at onboarding
join to the entity spine,needs-crosswalk,code,stg_fed_itis_vernaculars__vernacular_names,stg_fed_itis_vernaculars__vernacular_names: spine entity undetermined at onboarding
per person served,needs-population,case,stg_fed_jpml_pending_mdls__mdl_docket,stg_fed_jpml_pending_mdls__mdl_docket: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,case,stg_fed_jpml_pending_mdls__mdl_docket,stg_fed_jpml_pending_mdls__mdl_docket: spine entity undetermined at onboarding
any trend over time,needs-history,case,stg_fed_jpml_pending_mdls__mdl_docket,stg_fed_jpml_pending_mdls__mdl_docket: no date column — snapshot only
was there an inspection first (real lineage),needs-lineage,case,stg_fed_jpml_pending_mdls__mdl_docket,stg_fed_jpml_pending_mdls__mdl_docket: stage-to-stage links need row-level lineage proof
did anyone get hurt (harm join),needs-second-table,case,stg_fed_jpml_pending_mdls__mdl_docket,stg_fed_jpml_pending_mdls__mdl_docket: harm lives in a different fact table
per person served,needs-population,place,stg_fed_mapping_inequality__holc_neighborhood_grades,stg_fed_mapping_inequality__holc_neighborhood_grades: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,place,stg_fed_mapping_inequality__holc_neighborhood_grades,stg_fed_mapping_inequality__holc_neighborhood_grades: spine entity undetermined at onboarding
per person served,needs-population,measurement,stg_fed_medsl_house_returns__records,stg_fed_medsl_house_returns__records: no population/served column on the thing itself
join to the entity spine,needs-crosswalk,measurement,stg_fed_medsl_house_returns__records,stg_fed_medsl_house_returns__records: spine entity undetermined at onboarding
events per noun via hard ID,needs-crosswalk,measurement,stg_fed_medsl_house_returns__records,stg_fed_medsl_house_returns__records: events carry no entity ID — name-match only
was there an inspection first (real lineage),needs-lineage,measurement,stg_fed_medsl_house_returns__records,stg_fed_medsl_house_returns__records: stage-to-stage links need row-level lineage proof
