EIN,EST_KEY,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
911950824,1029829,CHESTNUT POINT CARE CENTER LLC,CHESTNUT POINT CARE CENTER LLC,EAST WINDSOR,CT,6231,Nursing homes,50-99,61,92809,0,8,95,17.24,19.39,31.7,2691,2.78,5.14,3.35,6.19,1.46,0.9137
231913374,955298,"Controls, Service & Engineering Co., Inc",CSE,NEW CUMBERLAND,PA,2382,"HVAC (heating, ventilation and air-conditioning) contractors",50-99,89,175446,0,6,64,6.84,6.84,32.0,2049,1.25,2.04,3.35,5.49,1.45,0.8722
930331765,998474,1800Flowers,Harry & David,ATLANTA,GA,3119,Almond pastes manufacturing,100-249,122,226516,0,10,40,8.83,15.89,4.0,263,2.11,2.64,3.35,4.19,2.24,0.952
941531193,368016,"George Reed, Inc.","George Reed, Inc. Modesto Construction",MODESTO,CA,2373,Street construction,100-249,115,217311,0,6,216,5.52,5.52,108.0,472,1.28,1.65,3.35,4.31,1.97,0.9404
288502024,167599,TruckMovers Depot,Laredo Depot,LAREDO,TX,4842,"Automobile carrier trucking, long-distance",100-249,159,339648,0,16,531,9.42,11.78,37.9,197,2.14,2.81,3.35,4.40,1.94,0.9632
010757400,1363312,"Ametek, Inc PARAGON MEDICAL, INC. 1146 BARNUM AVE","CT227 PARAGON MEDICAL, INC. 1146 BARNUM AVE",BRIDGEPORT,CT,3391,Surgical and Medical Instrument Manufacturing,250-999,303,517454,0,8,267,3.09,3.87,53.4,172,0.50,0.93,3.34,6.19,1.62,0.9297
742951701,611852,Laredo Ready Mix Ltd.,Laredo Ready Mix Ltd,LAREDO,TX,3273,Ready-mix concrete manufacturing and distributing,50-99,75,138267,0,6,131,8.68,8.68,32.8,280,1.72,2.60,3.34,5.05,1.66,0.8984
582198841,1419493,Unifi Aviation LLC,Unifi Aviation Services Salt Lake City,SALT LAKE CITY,UT,4881,Support Activities for Air Transportation,250-999,611,693399,0,29,829,8.36,9.23,55.3,172,2.02,2.50,3.34,4.15,2.25,0.9679
202993503,105302,"Yellowstone Landscape - Southeast, LLC",FL - Jacksonville,JACKSONVILLE,FL,5617,Landscape care and maintenance services,100-249,188,399243,0,14,177,7.01,9.02,29.5,619,1.42,2.10,3.34,4.93,2.03,0.9397
454022325,1265383,,"Norfolk Coating Services, LLC",CHESAPEAKE,VA,3366,Ship scaling services done at a shipyard,50-99,72,144839,0,7,205,9.67,9.67,34.2,96,1.83,2.90,3.34,5.27,1.87,0.9048
546000998,1313263,"Prince George's County, Maryland BOE - LOT 36 - DOUGLASS FAB",97390001-LOT36 BOE - LOT 36 - DOUGLASS FAB,UPPER MARLBORO,MD,4854,School and employee bus transportation,100-249,140,273130,0,13,1245,9.52,11.72,95.8,236,2.41,2.85,3.34,3.96,2.52,0.9741
852580603,661304,Baystate Delivery Inc,Baystate Delivery Inc,DOUGLAS,MA,4922,"Delivery service (except as part of intercity carrier network, U.S. Postal Service)",100-249,200,343483,0,52,492,30.28,37.27,27.3,117,7.62,9.07,3.34,3.98,2.54,0.972
132683734,797661,Burberry Wholesale Limited Burberry,"Burberry Vineland, NJ Warehouse",VINELAND,NJ,4931,General warehousing and storage,100-249,110,208996,0,9,77,8.61,8.61,12.8,1381,1.74,2.58,3.34,4.96,1.86,0.9341
330118336,1193061,AM Ortega Construction Inc.,AM Ortega Construction Inc.,LAKESIDE,CA,2371,"Construction management, oil and gas pipeline",100-249,197,357882,0,6,57,3.35,3.35,19.0,491,0.51,1.00,3.34,6.63,1.35,0.8571
901029132,1328378,"Insperity Services, L.P. MTNA, INC.-MTNA, INC.","04533200-00W001 MTNA, INC.-MTNA, INC.",RANCHO CUCAMONGA,CA,3261,Plastics Packaging Film and Sheet Manufacturing,100-249,105,332467,0,11,264,6.62,7.22,132.0,907,1.39,1.98,3.34,4.77,1.85,0.9224
471410309,899047,Taylor Made,Taylor Made-  115,GLOVERSVILE,NY,3261,,100-249,156,302050,0,10,132,6.62,8.61,16.5,907,1.39,1.98,3.34,4.77,1.85,0.9239
042574482,1371931,AMERICAN MED RESPONSEGLOBAL MED RESPONSE 015025,Springfield Ma - 48875,SPRINGFIELD,MA,6219,,250-999,332,497445,0,31,225,12.46,13.67,14.1,140,3.73,3.73,3.34,3.34,2.35,0.9603
921313610,1063090,DHG Downtown LLC,Dream Downtown,NEW YORK,NY,7211,NYCDD,100-249,101,163054,0,8,314,9.81,11.04,44.9,843,2.16,2.94,3.34,4.54,2.35,0.9564
390989248,1002202,"""Menards""","""GOLDEN VALLEY MN - 3282""",GOLDEN VALLEY,MN,4441,"""Home Centers""",250-999,254,319523,0,12,364,7.51,10.64,30.3,37,2.40,2.25,3.34,3.14,2.12,1.0
381898261,1198827,Valley Truck Parts,Valley Truck Parts,GRAND RAPIDS,MI,3363,"Assembly line rebuilding of automotive, truck, and bus transmissions",250-999,261,400209,0,12,0,6.00,10.99,,388,1.32,1.79,3.34,4.55,2.04,0.9694
941340523,1391806,Kaiser Foundation Health Plan,08880469 MISSION ROAD ADMINISTRATION BUILDING A,SAN DIEGO,CA,6216,Home Health Care Services,250-999,276,457014,0,12,432,5.25,7.00,54.0,249,0.88,1.57,3.34,5.97,1.53,0.9316
200498119,1150533,Management and Training Corporation EAST TEXAS TREATMENT FACILITY,0330 EAST TEXAS TREATMENT FACILITY,HENDERSON,TX,5612,Jails Privately Operated,250-999,344,762347,0,20,452,5.25,7.08,37.7,100,0.99,1.57,3.34,5.29,1.75,0.8831
410991680,1268490,Fairview Health Services,Grand Itasca Hospital and Clinic,GRAND RAPIDS,MN,6221,,250-999,694,1062069,0,36,395,6.78,9.42,12.0,1142,1.60,2.03,3.34,4.24,2.41,0.9812
563080036,145753,Duke University Health System Inc.,Duke Raleigh Hospital,RALEIGH,NC,6221,General Medical and Surgical Hospitals,1000+,2538,4011809,0,149,507,7.43,10.82,5.0,1222,2.08,2.23,3.34,3.58,3.18,0.9901
943019135,1141914,Safeway Inc,SWY-0025-0025-01769 FAC-01769-STOCKTON-CA,STOCKTON,CA,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,114,176748,0,9,99,10.18,12.45,19.8,8151,2.32,3.05,3.34,4.39,2.24,0.9551
200602784,1330176,WINCO FOODS,Salem Lancaster 018,SALEM,OR,4451,Store,100-249,176,255118,0,13,206,10.19,11.76,34.3,8151,2.32,3.05,3.34,4.39,2.24,0.9552
043294200,220509,Trader Joe's,Trader Joe's 0602 Westwood,WESTWOOD,NJ,4451,Grocery Store,100-249,135,176601,0,9,208,10.19,15.85,34.7,8151,2.32,3.05,3.34,4.39,2.24,0.9554
010085930,1365146,Hannaford,08238 - Store8238 Waterville - JFK Pl,WATERVILLE,ME,4451,Grocery Stores,100-249,204,196157,0,10,213,10.20,10.20,42.6,8151,2.32,3.05,3.34,4.39,2.24,0.9555
830576552,1009694,"Hanwha Q Cells USA, Inc.","Hanwha Q Cells USA, Inc.",DALTON,GA,3344,"Photovoltaic devices, solid-state, manufacturing",1000+,1680,4215493,0,35,148,1.66,1.90,16.4,31,0.29,0.50,3.34,5.79,1.21,0.9615
131174569,855112,,6350-RIVERSIDE DISTRIBUTION CENTER,RIVERSIDE,NJ,4249,Book & Periodical merch whlslrs,250-999,556,675553,0,22,509,6.51,6.51,50.9,43,1.86,1.95,3.34,3.50,2.15,0.9412
352628110,1253378,Sysco Allentown,Sysco Allentown,NORTHAMPTON,PA,4244,"Groceries, general-line, merchant wholesalers",100-249,214,289363,0,25,366,17.28,17.28,17.4,744,4.13,5.17,3.34,4.18,2.95,0.987
362527011,1272233,St. Patrick's Residence,901424,NAPERVILLE,IL,6231,Homes for the elderly with nursing care,100-249,224,350416,0,29,289,16.55,16.55,20.6,3641,3.20,4.95,3.34,5.18,1.55,0.9369
371915497,1378195,Smith Automotive Group,Nissan Lithia Springs,LITHIA SPRINGS,GA,4411,"Automobile dealers, new only or new and used",100-249,161,188493,0,5,0,5.31,5.31,,342,1.06,1.59,3.34,5.00,2.08,0.9577
751007322,1178264,Sam Packs Five Star Ford LTD,Sam Packs Five Star Ford LTD,FARMERS BRANCH,TX,4411,Auto Dealer,100-249,203,301553,0,8,10,5.31,9.29,2.5,342,1.06,1.59,3.34,5.00,2.08,0.9615
592727253,547739,"Precision Resources, Inc.",Precision Mechanical Inc.,COMMERCE CITY,CO,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",100-249,120,178465,0,5,0,5.60,7.84,,1414,0.97,1.68,3.34,5.80,1.57,0.9108
273364799,651668,"Casino 580, LLC",Parkwest Casino 580,LIVERMORE,CA,7132,"Card rooms (e.g., poker rooms)",100-249,233,309476,0,7,157,4.52,6.46,31.4,57,1.03,1.36,3.34,4.38,2.4,0.9744
208103228,1003555,,WA050 Olympia Container,OLYMPIA,WA,3222,,100-249,137,252400,0,7,38,5.55,6.34,12.7,512,1.19,1.66,3.34,4.65,2.17,0.9439
930476628,918477,Reser's Fine Foods,Reser's Fine Foods,HILLSBORO,OR,3119,"Food, prepared, perishable, packaged for individual resale",250-999,484,1084682,0,37,414,6.82,7.56,12.9,202,1.57,2.04,3.34,4.35,1.88,0.9519
541831564,99095,"Mayfair-Hampton, L.L.C.",Commonwealth Senior Living at Hampton,HAMPTON,VA,6233,assisted living community,50-99,79,117558,0,10,14,17.01,17.01,3.5,2183,3.60,5.09,3.34,4.72,1.98,0.9377
131502798,1370733,American Airlines Group AA-TPA-TAMPA,AA-TPA-TAMPA-TPA-TRML AA-TPA-TAMPA,TAMPA,FL,4811,Scheduled Air Transportation,250-999,397,552977,0,62,2274,22.42,24.23,54.1,125,3.88,6.72,3.34,5.78,1.89,0.9655
274450918,204456,"Pritchard Industries, Inc.","CORE Facility Services, LLC",NEW YORK,NY,2389,Cable splicing (except electrical or fiber optic),250-999,304,690410,0,8,475,2.32,2.32,59.4,107,0.22,0.69,3.34,10.71,1.1,0.8448
743062793,68017,"Aegis Senior Communities, LLC",Aegis of Kirkland,KIRKLAND,WA,6233,Assisted-living facilities without on-site nursing care facilities,50-99,52,82231,0,7,101,17.03,21.89,16.8,2183,3.60,5.09,3.34,4.73,1.98,0.9383
043294200,323185,Trader Joe's,Trader Joe's 0710 St. Louis Park,ST. LOUIS PARK,MN,4451,Grocery Store,50-99,97,121211,0,6,250,9.90,26.40,50.0,5288,2.22,2.97,3.34,4.46,2.15,0.9463
050572043,929801,"Restoration Professionals, Inc","Restoration Professionals, Inc",ST. PAUL,MN,2361,"Addition, alteration and renovation, residential building, general contractors",50-99,75,157672,0,5,26,6.34,6.34,5.2,458,0.00,1.90,3.34,,1.37,0.8482
521590951,1286172,"MAXIM HEALTHCARE SERVICES, INC",Portland 10091,PORTLAND,ME,6216,Home health care agencies,100-249,107,148412,0,5,624,6.74,10.78,124.8,405,1.39,2.01,3.34,4.84,1.97,0.9412
930476628,943810,Reser's Fine Foods,"Reser's Fine Foods, Inc.",HILLSBORO,OR,3119,10,250-999,484,1084682,0,37,414,6.82,7.56,12.9,202,1.57,2.04,3.34,4.35,1.88,0.9519
710794412,1396245,"Sams  East, Inc.",WM 6252,CHESTERFIELD,MO,4529,,100-249,155,248374,0,11,0,8.86,8.86,,1036,2.29,2.66,3.33,3.88,2.89,0.9849
831977070,1329768,VT Industries,VT Industries - Two Rivers Division,TWO RIVERS,WI,3219,"Frames, door and window, wood, manufacturing",100-249,162,275467,0,17,178,12.34,13.79,35.6,273,2.74,3.70,3.33,4.51,2.54,0.9791
150556500,1273925,Raymour and Flanigan Furniture,SUFFERN CUSTOMER DISTRIBUTION CENTER,SUFFERN,NY,4931,Distribution Center-  Furniture,100-249,198,395506,0,17,249,8.60,9.61,17.8,1381,1.74,2.58,3.33,4.95,1.85,0.9322
260855703,851810,McDonald Wholesale Co.,McDonald Wholesale Co.,EUGENE,OR,4931,General warehousing and storage,100-249,196,395381,0,17,253,8.60,11.63,25.3,1381,1.74,2.58,3.33,4.95,1.86,0.9332
410215170,636805,Target,1403 - Plainfield,PLAINFIELD,IL,4521,Discount Department Stores,100-249,225,181654,0,8,206,8.81,11.01,29.4,1747,2.21,2.65,3.33,3.98,2.91,0.9865
231499463,959194,Allen Brothers Warehouse Distributors,National Convenience Distributors LLC  Delaware Valley Division,PHILADELPHIA,PA,4249,Cigars merchant wholesalers,50-99,75,160605,0,5,273,6.23,7.47,68.3,184,0.00,1.87,3.33,,1.65,0.8095
841756471,994135,Upward Logistics Group LLC,Upward Logistics Group LLC,AUSTIN,TX,4921,Local Delivery,50-99,86,127364,0,17,76,26.70,31.41,4.8,1541,6.22,8.02,3.33,4.29,2.25,0.9628
417600000,1163508,US Postal Service,THE DALLES_1439989,THE DALLES,OR,4911,Mail and Parcel Delivery,20-49,31,71329,0,6,137,16.82,16.82,22.8,3667,3.82,5.06,3.33,4.40,2.17,0.946
480807105,1276262,TVH,TVH Parts Co. Grayslake,GRAYSLAKE,IL,4238,Industrial machinery and equipment (except electrical) merchant wholesalers,100-249,121,215585,0,5,42,4.64,5.57,21.0,243,0.92,1.39,3.33,5.05,1.54,0.8983
043294200,220496,Trader Joe's,Trader Joe's 0544 New York,NEW YORK,NY,4451,Grocery Store,100-249,213,275460,0,14,261,10.16,21.78,23.7,8151,2.32,3.05,3.33,4.38,2.23,0.9549
061803358,1368778,MASTER UNITED BUILDING MAINTENANCE,Natomas Office,SACRAMENTO,CA,5617,561720 Janitorial Services,250-999,357,483081,0,15,397,6.21,7.87,44.1,255,1.44,1.86,3.33,4.31,1.93,0.9227
363712946,1273295,Sysco,Greco and Sons Pennsylvania,CORAOPOLIS,PA,4244,"Groceries, general-line, merchant wholesalers",100-249,107,151019,0,13,238,17.22,18.54,47.6,744,4.13,5.17,3.33,4.16,2.94,0.9856
010915530,850444,Bluebird Medical Enterprises,Conroe Station,CONROE,TX,6219,"Ambulance services, air or ground",50-99,58,121167,0,7,30,11.55,14.86,4.3,429,2.17,3.47,3.33,5.33,1.75,0.8958
453120278,911891,ASPEN MANUFACTURING LLC,ASPEN MANUFACTURING LLC,HUMBLE,TX,3334,Heating and air conditioning combination units manufacturing,250-999,283,687810,0,16,11,4.65,6.69,11.0,77,0.88,1.40,3.33,5.28,1.74,0.9118
770543702,178023,"J.D. Heiskell Holdings, LLC dba J.D. Heiskell & Co",J.D. Heiskell & Co. Pixley CA,PIXLEY,CA,3111,Animal feed mills (except dog and cat) manufacturing,100-249,100,228602,0,9,544,7.87,7.87,68.0,89,1.87,2.36,3.33,4.20,2.18,0.9583
882178567,1266650,LifeSpace Communities/Wesley Court,"Wesley Court, LLC.",ABILENE,TX,6231,Retirement homes with nursing care,100-249,120,109000,0,9,3,16.51,33.03,1.5,3641,3.20,4.95,3.33,5.17,1.54,0.9366
581096895,425790,Gibbs Landscape Co.,Dunwoody,DUNWOODY,GA,5617,Landscape care and maintenance services,50-99,54,109880,0,5,0,9.10,9.10,,1158,1.82,2.74,3.33,4.99,1.73,0.9101
834209160,1130366,Perimeter Behavioral Hospital of Arlington,Perimeter Behavioral of Arlington,ARLINGTON,TX,6222,Mental health hospitals,100-249,172,299322,0,23,620,15.37,15.37,44.3,209,3.62,4.62,3.33,4.25,1.89,0.9784
956000776,324697,City of San Diego,CCP - Civic Center Plaza,SAN DIEGO,CA,5611,Administrative management services,1000+,1079,1483269,0,12,132,1.62,2.02,16.5,17,0.06,0.49,3.33,25.89,1.9,0.8889
046003481,1175685,New Bedford Housing Authority,New Bedford Housing,NEW BEDFORD,MA,9251,"Housing programs, planning and development, government",100-249,126,211893,0,5,460,4.72,6.61,115.0,11,1.05,1.42,3.33,4.51,1.66,1.0
592361330,628179,"Magic Tilt Trailers, Inc.","Magic Tilt Trailers, Inc.",CLEARWATER,FL,3362,"Boat transporter trailers, multi-unit, manufacturing",100-249,133,303100,0,15,0,9.90,11.88,,201,2.42,2.97,3.33,4.09,2.65,0.9727
711044392,917421,"Our House Residential Care, Inc.","Our House Residential Care, Inc.",MADERA,CA,6232,"Group homes, intellectual and developmental disability",50-99,80,116690,0,7,260,12.00,12.00,130.0,351,2.00,3.60,3.33,6.00,1.5,0.9127
741563240,959511,Southwest Airlines,TPA-GROUND OPS,TAMPA,FL,4811,Scheduled Passenger Air Transportation,250-999,541,831690,0,93,2737,22.36,25.25,51.6,125,3.88,6.72,3.33,5.76,1.88,0.9569
951987958,323013,Trader Joe's,Trader Joe's 0055 Eagle Rock,EAGLE ROCK,CA,4451,Grocery Store,50-99,96,141487,0,7,420,9.89,19.79,60.0,5288,2.22,2.97,3.33,4.45,2.15,0.946
010435902,456509,,Dexter Health Care,DEXTER,ME,6231,Skilled nursing facilities,50-99,69,116790,0,10,27,17.12,17.12,3.4,2691,2.78,5.14,3.33,6.15,1.44,0.9127
760262402,1261923,Care Initiatives,Care Initiatives,WEST DES MOINES,IA,6231,Skilled nursing facilities,1000+,3424,4649188,0,100,455,4.30,7.96,15.7,12,2.56,1.29,3.33,1.68,1.06,0.9091
640466143,221972,Howard Industries Inc.,Howard Industries Inc (Delphi),LAUREL,MS,3353,"Distribution transformers, electric, manufacturing",250-999,517,1208995,0,21,403,3.47,4.47,28.8,78,0.75,1.04,3.33,4.65,1.54,0.9692
522418852,1007650,HD Supply Facilities Maintenance Ltd,CA327,SAN JOSE,CA,4238,Service Establishment Equipment and Supplies Merchant Wholesalers,50-99,99,172872,0,5,16,5.78,6.94,5.3,400,1.15,1.74,3.33,5.01,1.47,0.8726
231723629,406026,Ralph S. Alberts Company,Ralph S. Alberts Company,MONTOURSVILLE,PA,3261,Polyurethane foam products manufacturing,50-99,95,184893,0,7,11,7.57,9.74,11.0,905,1.55,2.27,3.33,4.88,1.91,0.911
844256362,661916,Shine Electric LLC,Wang Electric Systems,PHOENIX,AZ,2382,"Electrical, electrical wiring, and low voltage electrical work",50-99,79,147008,0,5,16,6.80,9.52,16.0,2049,1.25,2.04,3.33,5.46,1.44,0.8704
160711501,968526,"PERRY'S ICE CREAM Co., INC.","Perry's Ice Cream Co., Inc.",AKRON,NY,3115,Ice cream manufacturing,250-999,456,851296,0,33,893,7.75,8.46,37.2,121,2.12,2.33,3.33,3.66,2.24,0.9469
831317792,435861,"Wahoo Docks, LLC","Wahoo Docks, LLC",DAHLONEGA,GA,3323,Fabricated structural metal manufacturing,100-249,130,254919,0,10,13,7.85,9.41,2.6,478,1.70,2.35,3.33,4.62,1.95,0.9433
272486648,1074151,Horizon Manufacturing Group,Horizon Manufacturing Group,LAKE MILLS,WI,3332,Blow molding machinery for plastics manufacturing,100-249,100,211076,0,5,4,4.74,8.53,2.0,148,0.97,1.42,3.33,4.89,1.81,0.8958
546001531,1274453,Prince William County,Office of Youth Services,WOODBRIDGE,VA,9211,local government,100-249,114,193254,0,8,248,8.28,9.31,62.0,329,1.58,2.48,3.33,5.24,1.94,0.9322
833547636,676277,Pacific Gove Healthcare Center,Pacific Grove Healthcare Center,PACIFIC GROVE,CA,6231,Skilled nursing facilities,50-99,68,105107,0,9,409,17.13,20.93,81.8,2691,2.78,5.14,3.33,6.15,1.44,0.9132
381911112,937201,BRODER BROS CO,Lewisberry DC,LEWISBERRY,PA,4239,423990 Other Miscellaneous Durable Goods Merchant Wholesalers,100-249,232,410678,0,15,59,7.30,8.77,19.7,123,1.38,2.19,3.33,5.29,1.82,0.931
208230843,558314,NP Mechanical Inc.,NP Mechanical Inc.,CORONA,CA,2382,Mechanical contractors,250-999,578,900646,0,14,476,3.11,4.44,79.3,519,0.55,0.93,3.33,5.63,1.56,0.9263
952772010,497889,"Browning-Ferris Industries of California, LLC",Sunshine Canyon Landfill - Republic Services,SYLMAR,CA,5622,Garbage disposal landfills,50-99,75,171012,0,7,1,8.19,9.36,1.0,102,1.25,2.47,3.32,6.57,1.16,0.8983
863056430,1333952,Cavco Industries,EMLENTON PennwestManorwood Homes,EMLENTON,PA,3219,321991,100-249,139,276438,0,17,641,12.30,15.19,40.1,273,2.74,3.70,3.32,4.49,2.52,0.9749
340939177,1147675,AVI Foodsystems Inc,"ORLANDO, FL BRANCH",ORLANDO,FL,4542,Vending Machine Operators,50-99,69,126952,0,7,14,11.03,11.03,3.5,37,3.36,3.32,3.32,3.28,2.11,1.0
273001255,167140,,Grand Haven Custom Molding LLC,GRAND HAVEN,MI,3261,"Motor vehicle moldings and extrusions, plastics, manufacturing",50-99,92,185678,0,7,0,7.54,7.54,,905,1.55,2.27,3.32,4.86,1.9,0.9058
232319687,1076372,Suscon  Inc,Suscon Inc,WILLIAMSPORT,PA,3261,Manufacturing,50-99,85,132591,0,5,0,7.54,13.58,,905,1.55,2.27,3.32,4.86,1.9,0.9075
382060161,1416725,AIR MASTER SYSTEMS CORP,AIR MASTER SYSTEMS CORP,NORTON SHORES,MI,3323,"Coal chutes, sheet metal (except stampings), manufacturing",50-99,65,139711,0,7,199,10.02,10.02,66.3,713,2.01,3.02,3.32,4.99,2.0,0.9409
362714538,382181,Corsetti Structural Steel,Corsetti Structural Steel,JOLIET,IL,3323,"Barge sections, prefabricated metal, manufacturing",50-99,51,119664,0,6,184,10.03,11.70,30.7,713,2.01,3.02,3.32,4.99,2.0,0.9429
566000319,1197687,,SOCIAL-SOCIAL SERVICES,CHARLOTTE,NC,9231,Social Services,250-999,679,1154368,0,17,633,2.95,3.64,57.5,79,0.34,0.89,3.32,8.55,1.61,0.8704
851834517,927727,"New Dairy Lafayette, LLC. (Lafayette Facility)",Lafayette Facility,LAFAYETTE,LA,3115,"Milk processing (e.g., bottling, homogenizing, pasteurizing, vitaminizing) manufacturing",100-249,115,231235,0,13,174,11.24,11.24,58.0,253,2.67,3.38,3.32,4.21,2.94,0.9958
410215170,637278,Target,2163 - Mission Viejo N,MISSION VIEJO,CA,4521,Discount Department Stores,100-249,196,227818,0,10,193,8.78,9.66,48.3,1747,2.21,2.65,3.32,3.97,2.89,0.9858
680526024,359043,"Alcal Specialty Contracting, Inc",Alcal Fremont Multi-Product,FREMONT,CA,2383,Insulation contractors,100-249,107,161884,0,5,39,6.18,6.18,19.5,348,0.98,1.86,3.32,6.27,1.79,0.9095
932636778,1187489,,Whippz Delivery Services,JONESBORO,GA,4921,Express delivery services (except establishments operating under a universal service obligation),50-99,50,97721,0,13,445,26.61,26.61,44.5,1541,6.22,8.02,3.32,4.28,2.24,0.9621
417600000,1164220,US Postal Service,BROOKLYN_1436923,CLEVELAND,OH,4911,Mail and Parcel Delivery,20-49,31,59526,0,5,110,16.80,16.80,22.0,3667,3.82,5.06,3.32,4.40,2.16,0.9456
474414968,1410232,"LTC Construction, Inc.","LTC Construction, Inc.",ROSEVILLE,CA,5617,Landscape care and maintenance services,20-49,48,93468,0,5,67,10.70,10.70,67.0,2823,0.00,3.22,3.32,,1.54,0.8495
472302010,1097948,Checkers Manufacturing,"Checkers Industrial Products, LLC. dba Checkers Safety Group",BROOMFIELD,CO,3363,"Air filters, automotive, truck, and bus, manufacturing",100-249,125,213571,0,7,16,6.56,7.49,8.0,398,1.39,1.97,3.32,4.70,2.04,0.9544
260494691,426425,,ShopRite of Mullica Hill,MULLICA HILL,NJ,4451,Supermarkets,100-249,141,237131,0,12,299,10.12,12.65,37.4,8151,2.32,3.05,3.32,4.36,2.22,0.9542
951987958,323022,Trader Joe's,Trader Joe's 0064 Capitola,CAPITOLA,CA,4451,Grocery Store,100-249,154,197606,0,10,264,10.12,18.22,26.4,8151,2.32,3.05,3.32,4.36,2.22,0.9544
043294200,323194,Trader Joe's,Trader Joe's 0751 Greenville,GREENVILLE,SC,4451,Grocery Store,100-249,120,177677,0,9,187,10.13,16.88,46.8,8151,2.32,3.05,3.32,4.36,2.22,0.9545
043294200,220683,Trader Joe's,Trader Joe's 0730 Atlanta,ATLANTA,GA,4451,Grocery Store,100-249,182,236856,0,12,392,10.13,19.42,39.2,8151,2.32,3.05,3.32,4.37,2.22,0.9547
010085930,1365164,Hannaford,08291 - Store  8291 Farmington,FARMINGTON,ME,4451,Grocery Stores,100-249,149,177573,0,9,0,10.14,10.14,,8151,2.32,3.05,3.32,4.37,2.22,0.9548
821825861,426534,Viking Pest Control,Viking Termite & Pest Control 10640-21 (Basking Ridge),BASKING RIDGE,NJ,5617,"Pest control (except agricultural, forestry) services",250-999,613,711018,0,22,342,6.19,9.00,15.5,255,1.44,1.86,3.32,4.30,1.92,0.9185
951240335,1144252,Southern California Edison,CA-Alhambra Combined: SCE 10,ALHAMBRA,CA,2371,Utility Company,250-999,486,974590,0,8,436,1.64,1.64,54.5,232,0.32,0.50,3.32,5.20,1.23,0.8861
233085595,1331385,JPC Group Inc,JPC Group Inc,BLACKWOOD,NJ,2371,1622,250-999,370,730701,0,6,180,1.64,2.19,180.0,232,0.32,0.50,3.32,5.21,1.23,0.8924
680306019,1288885,CAL FIRE,NORTHERN REGION  TGU,RED BLUFF,CA,9221,CAL FIRE,250-999,455,406399,0,39,1074,19.19,19.19,34.6,247,4.60,5.78,3.32,4.17,1.92,0.9231
940844930,404581,Recology,Recology Golden Gate Disposal Company,SAN FRANCISCO,CA,5621,Solid Waste Collection,100-249,224,420268,0,30,309,14.28,16.66,44.1,285,2.86,4.31,3.32,5.00,1.69,0.9447
940844930,1305752,Recology,Recology Golden Gate Disposal and Recycling Co.,SAN FRANCISCO,CA,5621,Solid Waste Collection,100-249,224,420268,0,30,309,14.28,16.66,44.1,285,2.86,4.31,3.32,5.00,1.69,0.9447
222947470,1263953,Metalor Technologies,Metalor Technologies,NORTH ATTLEBORO,MA,3314,"Platinum refining, primary",100-249,113,213985,0,7,24,6.54,10.28,6.0,71,1.72,1.97,3.32,3.81,2.22,0.9508
