domain,name,tier,bulk,horizon,have,why,have_v
Federal Procurement & Grants,SAM Exclusion Record ID,STEEL,yes,nice-to-have-later,unclear -- SAM(1 table) is most plausibly the entity-registration e...,"Without a stable per-action record ID, Ripple can't tell whether a company's exclusion was ever lifted, appealed, or effectively dodged b...",unclear
Federal Procurement & Grants,GSA Schedule / Multiple Award Schedule Contract Number,STEEL,yes,nice-to-have-later,no -- no GSA-specific source exists in the agency list at all,Schedule pricing is supposed to be pre-vetted as fair and reasonable; without linking specific schedule contract numbers across the agenc...,no
Federal Procurement & Grants,National Stock Number (NSN),STEEL,unclear,nice-to-have-later,no -- there is no DOD/DLA source anywhere in the agency list; genui...,"Identifies the exact part or item purchased; without it, a defective or counterfeit part flagged elsewhere (e.g., in body armor, aircraft...",no
Federal Procurement & Grants,FAPIIS Record ID,STEEL,unclear,nice-to-have-later,no -- SAM(1 table) is more plausibly the entity registration extrac...,"This is the actual rap sheet behind a UEI. Without it, Ripple's 'who got the contract' map never connects to 'why they shouldn't have' --...",no
Federal Procurement & Grants,Treasury Account Symbol (TAS) / CGAC Agency Code,STEEL,yes,nice-to-have-later,unclear -- possibly present if any of TREASURY(5 tables) covers bud...,"TAS is the actual pipe money flows through inside Treasury's books; without it, 'how much did Congress appropriate for X' and 'how much a...",unclear
Federal Procurement & Grants,CPARS/PPIRS Assessment ID,STEEL,no,nice-to-have-later,"no -- restricted system, no plausible existing footprint",This is where a contractor's pattern of 'marginal' or 'unsatisfactory' performance actually lives -- e.g. a company with a trail of bad r...,no
Federal Procurement & Grants,ASAP.gov Recipient Account ID,STEEL,no,nice-to-have-later,no,Would let Ripple distinguish 'awarded' from 'actually paid out' -- catching cases where money was obligated but never drawn down (e.g. af...,no
Federal Procurement & Grants,Federal Audit Clearinghouse (FAC) Single Audit Report ID,STEEL,yes,nice-to-have-later,no -- no Census/FAC/GSA audit source anywhere in the confirmed sour...,"This is literally the 'did they steal or misuse the grant money' record. A recipient's own outside auditors document material weaknesses,...",no
Federal Procurement & Grants,DoDAAC (Department of Defense Activity Address Code),STEEL,unclear,nice-to-have-later,no -- no DoD/DLA source anywhere in the agency list,This fills the exact gap the first pass's own National Stock Number (NSN) entry names but leaves open: NSN tells you what defective part ...,no
Federal Procurement & Grants,Parent Award ID / IDV reference (incl. Task & Delivery Order number),STRONG,yes,now,yes -- same USASPENDING(6 tables) award file typically carries a pa...,A single vendor's total draw against one IDIQ/GWAC can be split across dozens of task orders issued by different agencies or offices; wit...,yes
Federal Procurement & Grants,SBA Small Business Certification Number,STRONG,no,nice-to-have-later,unclear -- SBA(2 tables) exists in the warehouse but is more plausi...,"Set-aside programs exist to route contract dollars to veteran-, minority-, and women-owned small businesses; 'rent-a-vet' fraud uses a di...",unclear
Federal Procurement & Grants,Wage Determination Number,STRONG,yes,nice-to-have-later,"no -- DOL(2 tables) is, per prior session notes, WHD enforcement/vi...","Without linking a contract to the wage floor legally required on it, Ripple can't tell whether the workers on that contract -- often jani...",no
Federal Procurement & Grants,Grants.gov Funding Opportunity Number (FON),STRONG,yes,now,"yes, plausibly -- if GRANTS(1 table) is a Grants.gov opportunity feed","Lower direct harm than award-level identifiers, but useful for spotting favoritism in who gets picked from a competitive announcement -- ...",yes
Federal Procurement & Grants,SBIR/STTR Award Number,STRONG,yes,nice-to-have-later,no -- no SBIR.gov-specific source in the agency list,Enables spotting 'SBIR mills' -- companies that collect Phase I award after Phase I award across multiple agencies without ever commercia...,no
Federal Procurement & Grants,GAO Bid Protest Docket Number (B-Number),STRONG,yes,nice-to-have-later,no -- no GAO source anywhere in the agency list,"A pattern of sustained or repeatedly-denied protests concentrated on one contracting office, or repeatedly favoring one incumbent, is exa...",no
Federal Procurement & Grants,SAM.gov Contract Opportunities Notice ID / Solicitation Number,STRONG,yes,nice-to-have-later,unclear -- SAM(1 table) is most plausibly the entity-registration e...,The first pass captured the grants-side pre-award announcement (Funding Opportunity Number) but has no contracts-side equivalent -- an in...,unclear
Federal Procurement & Grants,DBE (Disadvantaged Business Enterprise) Certification Number,STRONG,yes,nice-to-have-later,unclear -- DOT(1 table) exists in the warehouse but its contents ar...,"Same front-company mechanism as the SBA set-aside entry already in the list, but for the highway and transit dollars that flow through st...",unclear
Federal Procurement & Grants,AbilityOne / JWOD Qualified Nonprofit Agency Number,STRONG,unclear,nice-to-have-later,no -- no AbilityOne/Committee source anywhere in the agency list,AbilityOne is a multi-billion-dollar mandatory federal set-aside built specifically around employing people with disabilities. Without li...,no
Federal Procurement & Grants,DOL Section 14(c) Subminimum Wage Certificate Number,STRONG,unclear,nice-to-have-later,unclear -- DOL(2 tables) is WHD enforcement/violation data per prio...,"One of the clearest 'who gets hurt, does the data show it' cases in this entire domain -- 14(c) is a legal mechanism for paying disabled ...",unclear
Federal Procurement & Grants,OFCCP Compliance Evaluation Record,STRONG,unclear,nice-to-have-later,"no -- DOL(2 tables) per prior notes is WHD wage enforcement, a diff...",Any company doing more than roughly $10k-$50k of federal contract work is bound by OFCCP's anti-discrimination and affirmative-action rul...,no
Federal Procurement & Grants,Product Service Code (PSC),WEAK,yes,now,"yes, near-certain -- sits beside NAICS (already extracted and expli...","Same structural caveat as NAICS, which is already banned-as-key in Ripple's connect layer: PSC classifies what was bought, not who did th...",yes
Federal Procurement & Grants,GSA eLibrary Special Item Number (SIN),WEAK,yes,nice-to-have-later,no -- no GSA-specific source exists,"Minor, categorical like PSC -- helps classify what a given Schedule holder is authorized to sell, weak as a standalone join key, mainly u...",no
Federal Procurement & Grants,Contract Line Item Number (CLIN / SLIN),WEAK,unclear,nice-to-have-later,unclear -- USASPENDING(6 tables) is described as award-level; CLIN ...,"Sanity-check flag, same shape as the PSC/SIN self-flags already in the first pass: CLIN is contract-scoped, not a globally unique entity ...",unclear
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",EIA Plant Code,STEEL,yes,nice-to-have-later,no - EIA is confirmed entirely absent from the warehouse. But note:...,"Power plants are major fixed sources of PM2.5/SO2/NOx/mercury/CO2 that drive asthma, respiratory disease and premature death in surroundi...",no
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",EIA Utility ID,STEEL,yes,nice-to-have-later,no - EIA absent entirely,EIA-861 carries shutoff-adjacent service and low-income-assistance data by utility. Without Utility ID tying that to the holding company ...,no
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",EPA CAMPD ORISPL + Unit ID,STEEL,yes,now,"yes, plausibly - EPA(42 tables) is a broad footprint and CAMPD/Acid...",CAMPD hourly/annual emissions data is the actual dose number behind respiratory harm claims near power plants. Without ORISPL/Unit ID rec...,yes
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",EPA GHGRP Facility ID,STEEL,yes,now,"yes, plausibly - same reasoning as CAMPD: EPA(42 tables) likely alr...","Same climate/local-pollution harm logic as CAMPD, but catches large industrial GHG emitters that aren't in the EIA power-plant universe a...",yes
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",PHMSA Operator ID,STEEL,yes,nice-to-have-later,no - PHMSA is confirmed entirely absent. This is the core of the wh...,"Pipeline explosions and gas leaks kill people and destroy homes (San Bruno, Merrimack Valley). PHMSA incident data exists, but without Op...",no
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",NRC Docket Number,STEEL,yes,nice-to-have-later,no - NRC confirmed entirely absent,NRC safety findings track repeat safety-system failures at specific reactors - the slow-motion catastrophic-risk-exposure pattern (not a ...,no
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",FERC Hydropower Project Number,STEEL,unclear,nice-to-have-later,no,Dam failures kill people and erase towns. Cross-referencing a FERC licensee's compliance/violation history against NID's 'high hazard' ra...,no
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",FERC Respondent ID,STEEL,yes,nice-to-have-later,no,"FERC Form 1 has detailed utility financials - executive comp, rate base, profit margin. Cross-referencing profit growth against approved ...",no
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",API Well Number,STEEL,yes,nice-to-have-later,"no - this is BSEE/BOEM/state oil-and-gas territory, a sub-domain ga...","Abandoned and orphaned wells leak methane and contaminate groundwater near homes, disproportionately in poor/rural areas, and states ofte...",no
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",PHMSA Pipeline Incident Report Number,STRONG,yes,nice-to-have-later,no,"This is the literal harm ledger: each report carries injury counts, fatality counts, and property-damage dollar figures for a specific pi...",no
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",NRC Reactor Operating License Number,STRONG,yes,nice-to-have-later,no,"Same nuclear-safety-pattern rationale as NRC Docket, at unit rather than plant granularity - matters when a multi-unit site has one chron...",no
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",FERC Docket Number,STRONG,unclear,nice-to-have-later,no - FERC confirmed entirely absent,FERC enforcement dockets document market manipulation that gouges ratepayers during crises (e.g. traders exploiting the 2021 Texas freeze...,no
"Energy, Utilities & Pipeline Safety (WHOLE-DOMAIN GAP)",FERC Electric Quarterly Report (EQR) Seller ID,STRONG,yes,nice-to-have-later,no,"Extreme wholesale price spikes during grid emergencies caused massive retail bill shocks - some Texas customers got $5,000-$16,000 electr...",no
