column_name,plain,confidence,varies,author,written_on
DRUG_MDCR_ALOWD_AMT,"Total dollars Medicare allowed for the provider's drugs, counting what patients owe too.",checked,no,claude-code,2026-09-23
DRUG_MDCR_PYMT_AMT,Total dollars Medicare actually paid for the provider's drugs.,checked,no,claude-code,2026-09-23
DRUG_MDCR_STDZD_AMT,"Medicare's payment for the provider's drugs, adjusted to remove local price differences.",checked,no,claude-code,2026-09-23
MED_SPRSN_IND,"A # means the medical-services totals were hidden for privacy; a few rows show *, which needs a lookup. Mostly blank.",checked,no,claude-code,2026-09-23
MED_TOT_HCPCS_CDS,"How many different medical, non-drug, billing codes the provider used. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
MED_TOT_BENES,"How many Medicare patients got medical, non-drug, services from the provider. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
MED_TOT_SRVCS,"How many medical, non-drug, services the provider billed. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
MED_SBMTD_CHRG,"Total dollars the provider billed Medicare for medical, non-drug, services, before Medicare cut it down. Text in one table, a number in the other.",checked,no,claude-code,2026-09-23
MED_MDCR_ALOWD_AMT,"Total dollars Medicare allowed for the provider's medical, non-drug, services, counting what patients owe too.",checked,no,claude-code,2026-09-23
MED_MDCR_PYMT_AMT,"Total dollars Medicare actually paid for the provider's medical, non-drug, services.",checked,no,claude-code,2026-09-23
MED_MDCR_STDZD_AMT,"Medicare's payment for the provider's medical, non-drug, services, adjusted to remove local price differences.",checked,no,claude-code,2026-09-23
NPI_DEACTIVATION_DATE,The date the provider's 10-digit national ID was shut off. Almost always blank.,checked,no,claude-code,2026-09-23
DATE_FIRST_APPROVED_TO_PROVIDE_MEDICARE_AND_MEDICAID_SERVICES,The date the nursing home was first approved to take Medicare and Medicaid patients.,checked,no,claude-code,2026-09-23
PROVIDER_RESIDES_IN_HOSPITAL,"Whether the nursing home is inside a hospital, Y or N.",checked,no,claude-code,2026-09-23
CONTINUING_CARE_RETIREMENT_COMMUNITY,"Whether the nursing home is part of a retirement community with several levels of care, Y or N.",checked,no,claude-code,2026-09-23
SPECIAL_FOCUS_STATUS,"Whether CMS put the nursing home on its watch list for homes with a record of serious problems: SFF means on it, SFF Candidate means in line for it. Blank for about 96% of homes.",checked,no,claude-code,2026-09-23
ABUSE_ICON,"Y if the nursing home is marked with CMS's abuse warning icon, N if not.",checked,no,claude-code,2026-09-23
MOST_RECENT_HEALTH_INSPECTION_MORE_THAN_2_YEARS_AGO,"Y if the home's last health inspection was more than two years ago, N if not.",checked,no,claude-code,2026-09-23
WITH_A_RESIDENT_AND_FAMILY_COUNCIL,"Which kind of council the home has, like Resident or Both. Blank for about 6% of homes.",checked,no,claude-code,2026-09-23
NUMBER_OF_CERTIFIED_BEDS,How many beds the nursing home is certified to fill.,checked,no,claude-code,2026-09-23
AVERAGE_NUMBER_OF_RESIDENTS_PER_DAY,"How many residents the home had on an average day, with a decimal.",checked,no,claude-code,2026-09-23
CHAIN_AVERAGE_OVERALL_5_STAR_RATING,"The average overall star rating, 1 to 5, across all homes in the same chain. Blank when the home is not part of a chain.",checked,no,claude-code,2026-09-23
CHAIN_AVERAGE_HEALTH_INSPECTION_RATING,"The average inspection star rating, 1 to 5, across all homes in the same chain. Blank when the home is not part of a chain.",checked,no,claude-code,2026-09-23
CHAIN_AVERAGE_STAFFING_RATING,"The average staffing star rating, 1 to 5, across all homes in the same chain. Blank when the home is not part of a chain.",checked,no,claude-code,2026-09-23
CHAIN_AVERAGE_QM_RATING,"The average quality-of-care star rating, 1 to 5, across all homes in the same chain. Blank when the home is not part of a chain.",checked,no,claude-code,2026-09-23
OVERALL_RATING,"The home's overall star rating from CMS, 1 to 5 stars. 5 is best.",checked,no,claude-code,2026-09-23
HEALTH_INSPECTION_RATING,"The home's inspection star rating from CMS, 1 to 5 stars. 5 is best.",checked,no,claude-code,2026-09-23
STAFFING_RATING,"The home's staffing star rating from CMS, 1 to 5 stars. 5 is best.",checked,no,claude-code,2026-09-23
REPORTED_NURSE_AIDE_STAFFING_HOURS_PER_RESIDENT_PER_DAY,"Nurse aide hours worked per resident per day, as the home reported them. 2.5 means two and a half hours.",checked,no,claude-code,2026-09-23
REPORTED_LPN_STAFFING_HOURS_PER_RESIDENT_PER_DAY,"Licensed practical nurse hours worked per resident per day, as the home reported them.",checked,no,claude-code,2026-09-23
REPORTED_RN_STAFFING_HOURS_PER_RESIDENT_PER_DAY,"Registered nurse hours worked per resident per day, as the home reported them.",checked,no,claude-code,2026-09-23
REPORTED_LICENSED_STAFFING_HOURS_PER_RESIDENT_PER_DAY,"Hours per resident per day from licensed nurses, registered and practical combined, as the home reported them.",checked,no,claude-code,2026-09-23
REPORTED_TOTAL_NURSE_STAFFING_HOURS_PER_RESIDENT_PER_DAY,"All nursing hours per resident per day, aides and licensed nurses together, as the home reported them.",checked,no,claude-code,2026-09-23
TOTAL_NUMBER_OF_NURSE_STAFF_HOURS_PER_RESIDENT_PER_DAY_ON_THE_WEEKEND,All nursing hours per resident per day on weekends only. Usually lower than the weekday number.,checked,no,claude-code,2026-09-23
REGISTERED_NURSE_HOURS_PER_RESIDENT_PER_DAY_ON_THE_WEEKEND,Registered nurse hours per resident per day on weekends only.,checked,no,claude-code,2026-09-23
REPORTED_PHYSICAL_THERAPIST_STAFFING_HOURS_PER_RESIDENT_PER_DAY,"Physical therapist hours per resident per day, as the home reported them. Usually a small fraction of an hour.",checked,no,claude-code,2026-09-23
NURSING_CASE_MIX_INDEX,"A score for how much nursing care the home's residents need. Higher means sicker, needier residents.",checked,no,claude-code,2026-09-23
NURSING_CASE_MIX_INDEX_RATIO,The home's care-needs score divided by the national average. Above 1 means needier residents than average.,checked,no,claude-code,2026-09-23
TOTAL_NURSING_STAFF_TURNOVER,"The percent of nursing staff who left over a year, from 0 to 100.",checked,no,claude-code,2026-09-23
REGISTERED_NURSE_TURNOVER,"The percent of registered nurses who left over a year, from 0 to 100.",checked,no,claude-code,2026-09-23
NUMBER_OF_ADMINISTRATORS_WHO_HAVE_LEFT_THE_NURSING_HOME,"How many administrators, the person running the home, left during the period CMS counts.",checked,no,claude-code,2026-09-23
RATING_CYCLE_1_STANDARD_SURVEY_HEALTH_DATE,"The date of the home's most recent routine health inspection. One table stores it as a date, the other as a date with a midnight time.",checked,no,claude-code,2026-09-23
RATING_CYCLE_1_TOTAL_NUMBER_OF_HEALTH_DEFICIENCIES,"How many problems inspectors cited in the most recent inspection cycle, routine and complaint visits together.",checked,no,claude-code,2026-09-23
RATING_CYCLE_1_NUMBER_OF_STANDARD_HEALTH_DEFICIENCIES,How many problems the most recent routine inspection cited.,checked,no,claude-code,2026-09-23
RATING_CYCLE_1_NUMBER_OF_COMPLAINT_HEALTH_DEFICIENCIES,How many problems were cited from complaint visits in the most recent inspection cycle.,checked,no,claude-code,2026-09-23
RATING_CYCLE_1_NUMBER_OF_HEALTH_REVISITS,How many times inspectors had to come back to check fixes in the most recent inspection cycle.,checked,no,claude-code,2026-09-23
RATING_CYCLE_2_STANDARD_HEALTH_SURVEY_DATE,"The date of the home's second most recent routine health inspection. One table stores it as a date, the other as a date with a midnight time.",checked,no,claude-code,2026-09-23
RATING_CYCLE_2_3_TOTAL_NUMBER_OF_HEALTH_DEFICIENCIES,"How many problems inspectors cited in the two earlier inspection cycles, routine and complaint visits together.",checked,no,claude-code,2026-09-23
RATING_CYCLE_2_NUMBER_OF_STANDARD_HEALTH_DEFICIENCIES,How many problems the second most recent routine inspection cited.,checked,no,claude-code,2026-09-23
RATING_CYCLE_2_3_NUMBER_OF_COMPLAINT_HEALTH_DEFICIENCIES,How many problems were cited from complaint visits in the two earlier inspection cycles.,checked,no,claude-code,2026-09-23
RATING_CYCLE_2_3_NUMBER_OF_HEALTH_REVISITS,How many times inspectors came back to check fixes in the two earlier inspection cycles.,checked,no,claude-code,2026-09-23
NUMBER_OF_FINES,How many fines the home was hit with in the period CMS counts.,checked,no,claude-code,2026-09-23
TOTAL_AMOUNT_OF_FINES_IN_DOLLARS,"The total of those fines, in dollars. Zero when there were none.",checked,no,claude-code,2026-09-23
NUMBER_OF_PAYMENT_DENIALS,How many times Medicare refused to pay the home for new admissions as a penalty.,checked,no,claude-code,2026-09-23
TOTAL_NUMBER_OF_PENALTIES,"Fines plus payment denials, added together.",checked,no,claude-code,2026-09-23
SURVEY_DATE,The date of the inspection that found this problem.,checked,no,claude-code,2026-09-23
SURVEY_TYPE,What kind of inspection it was. Always Health in the health table and Fire Safety in the fire table.,checked,no,claude-code,2026-09-23
DEFICIENCY_PREFIX,"The letter in front of the rule number: F for health rules, K or E for fire and emergency rules.",checked,no,claude-code,2026-09-23
DEFICIENCY_CATEGORY,"The broad group the broken rule falls in, like Pharmacy Service Deficiencies or Smoke Deficiencies.",checked,no,claude-code,2026-09-23
DEFICIENCY_TAG_NUMBER,"The four-digit number of the rule that was broken, kept as text so leading zeros stay. Put the prefix letter in front to get the full tag, like F0725.",checked,no,claude-code,2026-09-23
DEFICIENCY_DESCRIPTION,"The rule that was broken, in plain words, like Provide enough nursing staff every day.",checked,no,claude-code,2026-09-23
SCOPE_SEVERITY_CODE,One letter from A to L grading how serious and how widespread the problem was. Later letters are worse.,checked,no,claude-code,2026-09-23
DEFICIENCY_CORRECTED,"Where the fix stands, like has a date of correction, has a plan of correction, Past Non-Compliance, or waiver granted.",checked,no,claude-code,2026-09-23
CORRECTION_DATE,The date the home fixed or promised to fix the problem.,checked,no,claude-code,2026-09-23
INSPECTION_CYCLE,"Which inspection round the finding came from: 1 is the most recent, then 2, then 3. Stored as text.",checked,no,claude-code,2026-09-23
STANDARD_DEFICIENCY,"Y if the problem was found on a routine inspection, N if not. Nearly always Y in the fire table.",checked,no,claude-code,2026-09-23
COMPLAINT_DEFICIENCY,"Y if the problem was found on a visit sparked by a complaint, N if not. Nearly always N in the fire table.",checked,no,claude-code,2026-09-23
INFECTION_CONTROL_INSPECTION_DEFICIENCY,"Y if the problem was found on an infection-control inspection, N if not. Nearly always N in both tables.",checked,no,claude-code,2026-09-23
CITATION_UNDER_IDR,"Y if the home is disputing this citation through the informal appeal process, N if not. Nearly always N.",checked,no,claude-code,2026-09-23
CITATION_UNDER_IIDR,"Y if the citation is under the independent appeal process, N if not. Nearly always N.",checked,no,claude-code,2026-09-23
ZIPCODE,"The zip code, stored as text. Some are five digits, some carry the four-digit add-on like 92324-1801.",checked,no,claude-code,2026-09-23
OPTOUT_EFFECTIVE_DATE,The date the doctor's opt-out from Medicare billing took effect. Nearly always blank in the health-center people table.,checked,no,claude-code,2026-09-23
OPTOUT_END_DATE,The date the doctor's Medicare opt-out runs out. Nearly always blank in the health-center people table.,checked,no,claude-code,2026-09-23
FIPS_STATE_CD,"The state as a two-digit federal code, like 48 for Texas. Stored as text.",checked,no,claude-code,2026-09-23
FIPS_CNTY_CD,"The county as a three-digit federal code, kept as text with leading zeros. Only unique when paired with the state code.",checked,no,claude-code,2026-09-23
TRANSACTION_ID,"The source's own number for a transaction, in a different format in each source, so never join across tables on it. In the drug-shipment table one number can repeat up to 5,356 times, so it does not pick out one row.",checked,no,claude-code,2026-09-23
BUYER_NAME,"The name of whoever did the buying: a pharmacy or drug company in the drug-shipment table, a government office in the Ecuador contracts table.",checked,no,claude-code,2026-09-23
DRUG_CODE,,sampled,yes,claude-code,2026-09-23
PRODUCTS,"A list of the products tied to this record, packed as JSON text you have to unpack to read.",checked,no,claude-code,2026-09-23
K_NUMBER,"The FDA clearance number for a device, usually K plus six digits. DEN and BK numbers also show up. Mostly blank in the establishment table.",checked,no,claude-code,2026-09-23
DEVICE_NAME,"The name of the medical device, like CRYOSURGICAL DEVICE 2000 or Osmolality Of Tears.",checked,no,claude-code,2026-09-23
DECISION_CODE,"FDA's short code for its decision, like SESE in the clearance table or APPR and OK30 in the high-risk approval table. Needs a lookup.",checked,no,claude-code,2026-09-23
THIRD_PARTY_FLAG,"Y if an outside reviewer, not FDA staff, could review the device, N if not. Mostly N in both tables, and a few classification rows are blank.",checked,no,claude-code,2026-09-23
EXPEDITED_REVIEW_FLAG,"Y if FDA fast-tracked the review, N if not. Almost always blank in the clearance table, where only 28 rows are filled, all Y.",checked,no,claude-code,2026-09-23
ADVISORY_COMMITTEE,"A two-letter code for the medical specialty panel that handles the device, like OR for orthopedic or CV for cardiovascular.",checked,no,claude-code,2026-09-23
