EIN,COMPANY,ESTABLISHMENT,CITY,STATE,NAICS,INDUSTRY,SIZE_BAND,EMPLOYEES,HOURS,DEATHS,DART_CASES,DAFW_DAYS,DART_RATE,TRIR,DAYS_PER_CASE,COHORT_N,COHORT_MEDIAN_DART,COHORT_POOLED_DART,FOLD_VS_POOLED,FOLD_VS_MEDIAN,Z_SCORE,PCT_RANK_IN_COHORT
611294655,"Hyland Filter Service Owensboro, Inc","Hyland Filter Service Owensboro, Inc",OWENSBORO,KY,2382,"HVAC (heating, ventilation and air-conditioning) contractors",100-249,108,227243,0,5,372,4.40,4.40,74.4,1418,0.96,1.67,2.63,4.57,1.08,0.8582
381808100,"Kamminga & Roodvoets, Inc.",John Schnittker (MI),GRAND RAPIDS,MI,2373,Road construction,100-249,164,368546,0,8,46,4.34,4.34,23.0,472,1.28,1.65,2.63,3.39,1.35,0.8943
581620001,"Cox Enterprises, Inc.",0577  MANHEIM DALLASFORT WORTH 12101 TRINITY BLVD,FORT WORTH,TX,4231,Automobile and Other Motor Vehicle Merchant Wholesalers,250-999,259,416363,0,13,229,6.24,8.17,20.8,71,2.21,2.37,2.63,2.83,1.32,0.8689
871641818,Golden Years Nursing and Rehab LLC,Golden Years Center for Rehab and Healthcare,HARRISONVILLE,MO,6231,Skilled nursing facilities,50-99,80,132982,0,9,22,13.54,13.54,2.4,2693,2.78,5.14,2.63,4.86,1.01,0.8908
410215170,Target,2601 - Petaluma,PETALUMA,CA,4521,Discount Department Stores,100-249,207,258374,0,9,20,6.97,6.97,5.0,1747,2.21,2.65,2.63,3.15,2.05,0.9438
930747636,Conrad Wood Preserving,CFP Ukiah Sawmill Division,UKIAH,CA,3211,Sawmills,50-99,64,124029,0,6,360,9.68,16.13,60.0,166,2.84,3.67,2.63,3.41,1.29,0.8699
417600000,US Postal Service,GRETNA_1365729,GRETNA,LA,4911,Mail and Parcel Delivery,50-99,83,141039,0,11,336,15.60,17.02,30.5,2251,5.22,5.94,2.63,2.99,2.16,0.9619
232090212,"Deer Park Lumber, Inc.","Deer Park Lumber, Inc.",TUNKHANNOCK,PA,3211,"Boards, wood, made from logs or bolts",50-99,72,124275,0,6,23,9.66,11.27,11.5,166,2.84,3.67,2.63,3.41,1.29,0.8618
560751714,Old Dominion Freight Line Inc,MSP-ODFL,THOMASVILLE,NC,4841,"General Freight Trucking, long-distance, LTL",250-999,255,518401,0,19,84,7.33,7.33,12.0,311,2.71,2.78,2.63,2.71,2.21,0.9829
111618557,United States Cold Storage,Lake City,LAKE CITY,FL,4931,Refrigerated Warehouse and Storage,100-249,107,207789,0,7,39,6.74,6.74,13.0,1401,1.73,2.57,2.63,3.89,1.28,0.8807
205978431,Aimbridge Employee Services Corp. dba Hilton Pasadena,Hilton Pasadena,PASADENA,CA,7211,"Hotel management services (i.e., providing management and operating staff to run hotel)",100-249,156,181309,0,7,22,7.72,12.13,11.0,843,2.16,2.94,2.63,3.57,1.63,0.9157
272280833,"North American Plants, Inc.","North American Plants, Inc",MCMINNVILLE,OR,1114,Nursery stock growing,100-249,150,285427,0,11,35,7.71,7.71,17.5,132,2.59,2.93,2.63,2.97,1.93,0.9224
223626208,GAF,Mt. Vernon Shingle,MT. VERNON,IN,3241,Asphalt shingles made from purchased asphaltic materials,100-249,235,479677,0,6,217,2.50,3.34,72.3,84,0.68,0.95,2.63,3.70,1.35,0.76
742720708,Flowers Baking Co. of San Antonio,170 San Antonio Bakery : San Antonio BKY,SAN ANTONIO,TX,3118,Commercial bakeries,250-999,404,653925,0,22,1,6.73,8.87,1.0,146,2.19,2.56,2.63,3.07,1.71,0.9291
941105628,Kaiser Foundation Health Plan,08881151 ORANGE CO IRVINE MEDICAL CENTER,IRVINE,CA,6221,General Medical and Surgical Hospitals,1000+,1323,1711214,0,50,1705,5.84,8.42,43.7,1229,2.08,2.22,2.63,2.81,2.19,0.968
261653965,East Coast Repair & Fabrication LLC,ECR VA (Includes WMS),NEWPORT NEWS,VA,3366,Ship repair done in a shipyard,100-249,226,305088,0,10,14,6.56,7.21,3.5,109,1.50,2.49,2.63,4.36,1.25,0.908
450228055,The Evangelical Lutheran Good Samaritan Society,Good Samaritan Society Maplewood,ST. PAUL,MN,6231,Skilled nursing facilities,100-249,113,153925,0,10,65,12.99,12.99,6.5,3657,3.20,4.95,2.63,4.07,1.07,0.9137
381623900,The Vons Companies Inc,SWY-0029-0029-02826 FAC-02826-CHULA VISTA-CA,CHULA VISTA,CA,4451,Supermarkets and Other Grocery except Convenience Stores,50-99,97,156707,0,6,211,7.66,11.49,42.2,5418,2.16,2.91,2.63,3.54,1.49,0.8879
861916291,SC Industrial Holdings,Metropolitan Campus,WEST COLUMBIA,SC,3329,"Ammunition, small arms (i.e., 30 mm. or less, 1.18 inch or less), manufacturing",250-999,503,930185,0,16,434,3.44,4.09,62.0,118,1.04,1.31,2.63,3.32,1.57,0.9
440651985,O'Reilly Auto Parts,DC4,DES MOINES,IA,4231,Motor Vehicle Supplies and New Parts Merchant Wholesalers,100-249,205,424863,0,17,68,8.00,8.00,11.3,196,2.33,3.04,2.63,3.43,1.71,0.9118
811029757,New Milford Rehab LLC,Candlewood Valley Health,NEW MILFORD,CT,6231,Convalescent homes or convalescent hospitals (except psychiatric),100-249,172,276520,0,18,116,13.02,13.02,7.3,3657,3.20,4.95,2.63,4.07,1.07,0.914
811885856,Pineville Healthcare,Pineville Healthcare,PINEVILLE,NC,6231,Nursing homes,50-99,68,118161,0,8,6,13.54,13.54,3.0,2693,2.78,5.14,2.63,4.86,1.01,0.8913
741563240,Southwest Airlines,LAX-GROUND OPS,LOS ANGELES,CA,4811,Scheduled Passenger Air Transportation,250-999,729,1043875,0,87,3067,16.67,18.39,62.6,131,3.69,6.35,2.63,4.52,1.22,0.819
382646761,Pioneer Cabinetry Inc.,Pioneer Cabinetry Inc.,DAVISON,MI,3371,Wood kitchen cab mfg,50-99,76,143624,0,5,9,6.96,9.75,2.3,168,1.71,2.64,2.63,4.08,1.22,0.8919
831070470,Pegasus Senior Living,PSL-Sun City West,SUN CITY WEST,AZ,6233,Assisted-living facilities without on-site nursing care facilities,50-99,55,104000,0,7,0,13.46,17.31,,2185,3.60,5.11,2.63,3.74,1.36,0.8948
381872880,Quality Air Heating and Cooling,Quality Air Heating and Cooling (GR),GRAND RAPIDS,MI,2382,"Heating, ventilation and air-conditioning (HVAC) contractors",250-999,273,569420,0,7,238,2.46,3.16,59.5,519,0.55,0.93,2.63,4.45,1.08,0.8943
812609649,"Ovation Health Systems, Inc.","Salco NC, Inc. dba Evergreen Living Center at Stagecoach",BRYANT,AR,6231,Skilled nursing facilities,100-249,115,184715,0,12,82,12.99,12.99,7.5,3657,3.20,4.95,2.63,4.07,1.07,0.9134
941340523,Kaiser Foundation Health Plan,08881701 ONTARIO - VINEYARD MEDICAL CENTER - H,ONTARIO,CA,6221,General Medical and Surgical Hospitals,1000+,1449,1848452,0,54,2320,5.84,8.76,55.2,1229,2.08,2.22,2.63,2.81,2.19,0.9672
205332231,Furniture Deals,Furniture Deals LLC,BELTON,MO,4421,"Furniture stores (e.g., household, office, outdoor)",50-99,94,162213,0,7,49,8.63,8.63,24.5,50,2.12,3.29,2.63,4.08,1.52,0.871
844893897,Kroger Fulfillment Network,540-FC010,ROMULUS,MI,4931,General Warehouse and Storage,250-999,659,1079516,0,58,3582,10.75,11.30,62.8,1047,2.80,4.10,2.62,3.83,1.52,0.9299
590934246,Ring Power Corporation,Ocala RPC,OCALA,FL,4238,"Industrial trucks, tractors, or trailers merchant wholesalers",100-249,159,328375,0,6,8,3.65,4.26,8.0,243,0.92,1.39,2.62,3.98,1.05,0.8475
351376321,Wieland Designs,Wieland Designs,GOSHEN,IN,3371,Institutional furniture manufacturing,100-249,230,302879,0,11,55,7.26,7.92,18.3,141,2.21,2.77,2.62,3.28,1.7,0.9597
412034333,"Five Star Plastics, Inc.",Five Star Plastics,EAU CLAIRE,WI,3261,"Bushings, plastics, manufacturing",100-249,130,231300,0,6,38,5.19,5.19,12.7,909,1.39,1.98,2.62,3.72,1.26,0.8639
741563240,Southwest Airlines,MHT-GROUND OPS,LONDONDERRY,NH,4811,Scheduled Passenger Air Transportation,50-99,63,93470,0,8,136,17.12,21.40,34.0,157,4.15,6.54,2.62,4.13,1.3,0.8655
621658523,"Universal Health Services, Inc.",Belmont Pines Hospital,YOUNGSTOWN,OH,6222,Psychiatric and substance abuse hospitals,100-249,192,281355,0,17,350,12.08,12.08,50.0,209,3.62,4.62,2.62,3.34,1.32,0.9568
710862119,WalMart Stores East LP,WM 5103,PHILADELPHIA,PA,4521,Discount Department Stores,250-999,324,487314,0,18,207,7.39,12.31,23.0,428,2.52,2.82,2.62,2.93,2.4,0.985
417600000,US Postal Service,MARYVILLE GARDENS_1372073,SAINT LOUIS,MO,4911,Mail and Parcel Delivery,100-249,100,186141,0,14,212,15.04,17.19,35.3,732,5.01,5.75,2.62,3.01,2.59,0.9793
833505170,"Alamo Parcel Logistics, LLC","Alamo Parcel Logistics, LLC",SAN ANTONIO,TX,4922,"Local letter and parcel delivery services (except as part of intercity carrier network, U.S. Postal Service)",250-999,274,352971,0,29,0,16.43,16.43,,14,3.07,6.26,2.62,5.36,1.44,0.8462
886000720,The City of Henderson,COH Police Department Central Patrol Substation,HENDERSON,NV,9221,Police departments (except American Indian or Alaska Native),50-99,64,115865,0,6,137,10.36,25.89,45.7,304,2.78,3.96,2.62,3.73,1.35,0.9241
581853319,The Home Depot,0806 PRATTVILLE,PRATTVILLE,AL,4441,Home Centers,50-99,78,152246,0,6,4,7.88,7.88,2.0,1359,2.54,3.01,2.62,3.10,1.96,0.9553
421022942,Custom-Pak,Custom-Pak Group A/Group B/PDC/Corp,CLINTON,IL,3261,"Awnings, rigid plastics or fiberglass, manufacturing",250-999,304,503896,0,10,13,3.97,7.54,4.3,329,1.13,1.51,2.62,3.50,1.49,0.9139
222466421,BAE Systems Inc. - TSS,BAE Systems I&S - Maritime Solutions,CALIFORNIA,MD,3345,"Countermeasure sets (e.g., active countermeasures, jamming equipment) manufacturing",250-999,441,882000,0,5,237,1.13,1.59,59.3,169,0.23,0.43,2.62,4.95,0.94,0.8241
341045830,"Johnson Welded Products, LLC","Johnson Welded Product, LLC",URBANA,OH,3363,"Air brake systems and parts, automotive, truck, and bus, manufacturing",250-999,426,808206,0,19,16,4.70,6.19,2.7,388,1.32,1.79,2.62,3.57,1.4,0.925
710427007,FEDERAL EXPRESS CORPORATION,FedEx ZPOR G PORTLAND LOCAL 971,TROUTDALE,OR,4921,Courier and Express Delivery Services,100-249,185,157139,0,16,28,20.36,20.36,4.7,1273,6.60,7.77,2.62,3.09,1.84,0.9393
752990438,"Clemens Food Group, LLC",Hatfield North,HATFIELD,PA,3116,Processed meats manufacturing,250-999,386,854424,0,25,489,5.85,7.26,97.8,272,1.71,2.23,2.62,3.42,1.54,0.9011
390994777,Kenosha Beef DBA Birchwood Foods,Kenosha Beef DBA Birchwood Foods,COLUMBUS,OH,3116,Processed meats manufacturing,250-999,334,477630,0,14,175,5.86,5.86,14.6,272,1.71,2.23,2.62,3.42,1.54,0.9049
852993300,"Denver Last Mile Logistics, LLC","Denver Last Mile Logistics, LLC",DENVER,CO,4921,Local letter and parcel delivery services as part of intercity courier network,20-49,45,124000,0,10,108,16.13,22.58,10.8,721,4.29,6.15,2.62,3.76,1.4,0.8761
843250017,Brightview Greentree,Brightview Greentree,MARLTON,NJ,6233,Nursing and Residential Care,100-249,131,164525,0,10,34,12.16,12.16,11.3,852,3.43,4.65,2.62,3.55,1.41,0.928
417600000,US Postal Service,OAK PARK SOUTH_1434893,OAK PARK,IL,4911,Mail and Parcel Delivery,20-49,40,90618,0,6,102,13.24,17.66,25.5,3667,3.82,5.06,2.62,3.46,1.52,0.8868
417600000,US Postal Service,WEST_1387203,HUNTSVILLE,AL,4911,Mail and Parcel Delivery,20-49,43,90523,0,6,108,13.26,15.47,27.0,3667,3.82,5.06,2.62,3.47,1.52,0.8876
364202627,"MECH-TRONICS, LIMITED PARTNERSHIP - 0141484","MECH-TRONICS, LIMITED PARTNERSHIP - 0141484",MELROSE PARK,IL,3323,Fabricated Metal,50-99,86,151474,0,6,67,7.92,11.88,67.0,715,2.01,3.02,2.62,3.94,1.4,0.8824
842758574,Recology,Recology Oregon Recovery South,OREGON CITY,OR,5621,"Waste transfer stations, nonhazardous solid",50-99,54,102137,0,5,3,9.79,15.67,3.0,455,2.82,3.73,2.62,3.47,1.66,0.9237
842758574,Recology,Recology Oregon Recovery - South,OREGON CITY,OR,5621,"Waste transfer stations, nonhazardous solid",50-99,54,102137,0,5,3,9.79,15.67,3.0,455,2.82,3.73,2.62,3.47,1.66,0.9237
770418522,Wicks Roofing,Wicks Roofing,NIPOMO,CA,2381,Roofing contractors,100-249,122,254990,0,8,96,6.27,8.63,24.0,581,1.67,2.39,2.62,3.76,1.2,0.8792
232688708,"Mele Landscape Contractors, Inc.","Mele Landscape Contractors, Inc.",RANKIN,PA,5617,Landscaping services (except planning),50-99,70,139646,0,5,119,7.16,8.59,39.7,1158,1.82,2.74,2.62,3.93,1.19,0.8365
620852515,"Collier Development Co., Inc","Collier Development Co., Inc d/b/a Country Cascades",PIGEON FORGE,TN,7211,Tourist lodges,50-99,63,156126,0,5,0,6.41,14.09,,874,1.81,2.45,2.62,3.53,1.27,0.8391
382333643,Audia,Uniform Color Holland,HOLLAND,PA,3259,"Custom compounding (i.e., blending and mixing) of purchased plastics resins",100-249,175,432939,0,8,0,3.70,5.08,,98,0.92,1.41,2.62,4.01,1.31,0.8551
200641188,KFBORE LLC,Kendall Toyota - Bend,BEND,OR,4411,"Automobile dealers, new only or new and used",100-249,146,240257,0,5,101,4.16,5.83,25.3,342,1.06,1.59,2.62,3.92,1.44,0.9077
582198841,Unifi Aviation LLC,Unifi Aviation Services Charleston SC,CHARLESTON,SC,4881,Support Activities for Air Transportation,100-249,189,254056,0,10,57,7.87,7.87,7.1,310,2.25,3.01,2.62,3.49,1.49,0.881
630818597,"GAT Airline Ground Support, Inc. JAX",JAX JAX,JACKSONVILLE,FL,4881,Other Airport Operations,100-249,187,202854,0,8,147,7.89,9.86,24.5,310,2.25,3.01,2.62,3.50,1.5,0.8849
411918413,Renewal by Andersen LLC,RbA Orange County,LAGUNA HILLS,CA,2383,"Door and window, prefabricated, installation",100-249,200,371465,0,9,299,4.85,5.38,74.8,350,0.98,1.85,2.62,4.93,1.24,0.8354
134042452,BOTTLING GROUP LLC,PITTSTON PA,JENKINS TOWNSHIP,PA,4244,Other Grocery and Related Products Merchant Wholesalers,100-249,179,383284,0,26,145,13.57,13.57,48.3,750,4.15,5.19,2.62,3.27,2.04,0.9585
540181850,James River Clubhouse,The Country Club of Virginia-JR,HENRICO,VA,7139,Golf and country clubs,100-249,168,222727,0,7,49,6.29,8.98,16.3,144,1.31,2.40,2.62,4.79,1.16,0.7938
431179016,"Cennox Reactive Field Services, LLC",Cennox Reactive Field Services (MO),SPRINGFIELD,MO,2382,ATMs (automatic teller machines) installation,100-249,222,501260,0,11,659,4.39,7.18,82.4,1418,0.96,1.67,2.62,4.56,1.07,0.8561
043280350,"MACCORMACK PLUMBING, INC.","MACCORMACK PLUMBING, INC.",BILLERICA,MA,2382,Plumbing and heating contractors,100-249,225,409756,0,9,181,4.39,5.37,20.1,1418,0.96,1.67,2.62,4.56,1.07,0.8571
341274356,Omni Manor Inc.,Windsor House at Champion,WARREN,OH,6231,Nursing homes,50-99,91,148770,0,10,64,13.44,14.79,6.4,2693,2.78,5.14,2.62,4.83,1.0,0.8898
620963862,Life Care Centers of America,Life Care Center of Coos Bay,COOS BAY,OR,6231,Skilled nursing facilities,50-99,90,118885,0,8,82,13.46,16.82,13.7,2693,2.78,5.14,2.62,4.83,1.0,0.8903
823166379,CentraCare Willmar Clinic,CentraCare Willmar Clinic,WILLMAR,MN,6211,Other Ambulatory Health Care Services,250-999,336,471070,0,5,31,2.12,5.94,7.8,171,0.45,0.81,2.62,4.77,1.03,0.8235
562628046,"Sub-Zero Group, Inc.",Sub-Zero Built In,FITCHBURG,WI,3352,"Refrigerator/freezer combinations, household-type, manufacturing",1000+,1122,1961594,0,29,458,2.96,3.26,26.9,11,1.02,1.13,2.62,2.90,2.39,1.0
752824405,Alcon Research LLC,Alcon Research LLC,SINKING SPRING,PA,3391,Surgical knife blades and handles manufacturing,1000+,1044,2232241,0,12,116,1.08,1.97,14.5,36,0.36,0.41,2.62,2.98,1.38,0.8333
390887447,"Woodman's Food Market, Inc.",Carpentersville 33,CARPENTERSVILLE,IL,4451,Grocery stores,100-249,220,277085,0,11,107,7.94,10.83,17.8,8223,2.30,3.03,2.62,3.45,1.54,0.918
271402742,Centria Healthcare LLC,Centria Healthcare Michigan,FARMINGTON HILLS,MI,6216,Home health care agencies,1000+,1807,2738715,0,38,843,2.78,2.99,76.6,29,0.82,1.06,2.62,3.37,1.01,0.9167
951987958,Trader Joe's,Trader Joe's 0114 Camarillo,CAMARILLO,CA,4451,Grocery Store,100-249,107,150916,0,6,357,7.95,14.58,59.5,8223,2.30,3.03,2.62,3.45,1.54,0.9181
710562003,FedEx Freight,Fort Myers FL FXFE-FMY,FORT MYERS,FL,4841,Less Than Truckload General Freight Trucking,50-99,62,109667,0,5,15,9.12,12.77,7.5,1165,2.87,3.48,2.62,3.18,1.49,0.9251
844241668,SURF Logistics LLC,SURF Logistics LLC,LAWRENCE TOWNSHIP,NJ,4921,Couriers and Express Delivery Services,50-99,85,161820,0,17,290,21.01,32.13,22.3,1547,6.21,8.01,2.62,3.38,1.56,0.9147
851054381,Corry Fabrication LLC,Corry Fabrication LLC,CORRY,PA,3323,Sheet metal work (except stampings) manufacturing,50-99,66,126613,0,5,93,7.90,14.22,93.0,715,2.01,3.02,2.62,3.93,1.39,0.8804
943019135,Safeway Inc,SWY-0027-0027-01630 FAC-01630-ELLENSBURG-WA,ELLENSBURG,WA,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,127,176488,0,7,9,7.93,10.20,9.0,8223,2.30,3.03,2.62,3.45,1.53,0.9177
951816017,Adventist Health System-West,AHGL - 1509 WILSON TERRACE - DEPTS,GLENDALE,CA,6221,General Medical and Surgical Hospitals,1000+,2401,4089267,0,119,5400,5.82,6.75,49.5,1229,2.08,2.22,2.62,2.80,2.18,0.9655
833096525,Spearfish Canyon Healthcare,Spearfish Canyon Healthcare,SPEARFISH,SD,6231,Homes for the elderly with nursing care,100-249,100,123420,0,8,42,12.96,21.07,14.0,3657,3.20,4.95,2.62,4.06,1.07,0.9131
320132592,thyssenkrupp Supply Chain Services,Greenville-Transportation,GREER,SC,4841,"General freight trucking, long-distance, truckload (TL)",100-249,112,245140,0,10,20,8.16,8.97,20.0,875,2.83,3.11,2.62,2.89,1.81,0.9457
943019135,Safeway Inc,SWY-0017-0017-00274 FAC-00274-PRESCOTT-AZ,PRESCOTT,AZ,4451,Supermarkets and Other Grocery except Convenience Stores,50-99,96,130944,0,5,0,7.64,9.16,,5418,2.16,2.91,2.62,3.53,1.48,0.887
231308422,FM Browns Sons Inc,FM Browns Sons Inc. Sinking Spring,SINKING SPRING,PA,3111,"Bird feed, prepared, manufacturing",100-249,121,226258,0,7,4,6.19,8.84,4.0,89,1.87,2.36,2.62,3.30,1.5,0.9167
951987958,Trader Joe's,Trader Joe's 0304 Fort Collins,FORT COLLINS,CO,4451,Grocery Store,100-249,125,176348,0,7,121,7.94,14.74,24.2,8223,2.30,3.03,2.62,3.45,1.54,0.9178
275440947,BLVD Residential,BLVD Residential - Menlo Park,MENLO PARK,CA,5313,Residential property managing,100-249,139,288073,0,7,19,4.86,4.86,4.8,84,1.22,1.85,2.62,3.97,1.35,0.8182
010616867,"Energy Recovery, Inc",Energy Recovery - San Leandro,SAN LEANDRO,CA,3339,Fluid power pumps manufacturing,100-249,143,301005,0,6,284,3.99,3.99,94.7,287,0.93,1.52,2.62,4.29,1.18,0.8846
741668145,J&J Worldwide Services,J & J Worldwide Services,MCLEAN,VA,5612,Base facilities operation support services,1000+,2638,3911181,0,37,294,1.89,2.51,14.7,19,0.75,0.72,2.62,2.53,1.2,0.8125
742861951,UniFirst Corporation,AMARILLO TX - 833,AMARILLO,TX,8123,Industrial Launderers,50-99,91,165794,0,6,180,7.24,7.24,180.0,336,2.09,2.76,2.62,3.47,1.44,0.8745
263826906,"Northeast Prestressed Products, LLC","Northeast Prestressed Products, LLC",CRESSONA,PA,3273,"Girders and beams, prestressed concrete, manufacturing",100-249,109,214001,0,6,23,5.61,9.35,7.7,138,1.47,2.14,2.62,3.81,1.61,0.9196
417600000,US Postal Service,EVERGREEN DCU BVRTN_1362870,HILLSBORO,OR,4911,Mail and Parcel Delivery,1-19,19,41234,0,5,150,24.25,24.25,30.0,1072,8.06,9.26,2.62,3.01,2.2,0.9644
381623900,The Vons Companies Inc,SWY-0029-0029-03160 FAC-03160-HUNTINGTON BEACH-CA,HUNTINGTON BEACH,CA,4451,Supermarkets and Other Grocery except Convenience Stores,50-99,98,156959,0,6,537,7.65,10.19,107.4,5418,2.16,2.91,2.62,3.53,1.49,0.8876
450468871,"Remco, Inc.","Remco, Inc. - Allentown",ALLENTOWN,PA,2382,"HVAC (heating, ventilation and air-conditioning) contractors",250-999,316,653799,0,8,57,2.45,2.75,14.3,519,0.55,0.93,2.62,4.43,1.08,0.8919
352551976,,Brown LLC,BEAVERTON,MI,3331,Cabs for agricultural machinery manufacturing,100-249,155,289876,0,8,98,5.52,6.21,32.7,175,1.54,2.11,2.62,3.59,1.21,0.8333
221487576,Hackensack Meridian Health,Raritan Bay Medical Center PAD,PERTH AMBOY,NJ,6221,General medical and surgical hospitals,1000+,1314,1854540,0,54,644,5.82,7.98,21.5,1229,2.08,2.22,2.62,2.80,2.18,0.9664
420795588,Bomgaars Supply Inc.,"Bomgaars Supply,Inc. - Zenith DC",SIOUX CITY,IA,4249,,100-249,157,356821,0,10,0,5.61,8.41,,102,1.35,2.14,2.62,4.16,1.37,0.8676
471815075,,Cedar Creek Memory Care,EDMONDS,WA,6233,Assisted-living facilities with on-site nursing facilities,50-99,59,89475,0,6,125,13.41,13.41,31.3,2185,3.60,5.11,2.62,3.72,1.36,0.8942
844893897,Kroger Fulfillment Network,540-FC242,BIRMINGHAM,AL,4931,General Warehouse and Storage,100-249,190,327545,0,11,543,6.72,7.33,49.4,1401,1.73,2.57,2.62,3.88,1.28,0.8797
943019135,Safeway Inc,SWY-0027-0027-00503 FAC-00503-EVERETT-WA,EVERETT,WA,4451,Supermarkets and Other Grocery except Convenience Stores,100-249,106,150827,0,6,11,7.96,7.96,3.7,8223,2.30,3.03,2.62,3.46,1.54,0.9183
202211894,New England Wheels Inc.,New England Wheels Inc,BILLERICA,MA,3362,"Car bodies, kit, manufacturing",50-99,67,139360,0,7,14,10.05,10.05,2.3,163,2.64,3.84,2.62,3.80,1.16,0.9008
263391905,,980077,ARDMORE,OK,4931,,250-999,265,486014,0,26,414,10.70,12.35,20.7,1047,2.80,4.10,2.61,3.82,1.51,0.9289
521078929,"Mulford Construction Co., Inc.",MCC,PRINCE FREDERICK,MD,2371,"Distribution line, sewer and water, construction",100-249,192,380666,0,5,469,2.63,2.63,117.3,493,0.51,1.01,2.61,5.16,0.92,0.7964
237426300,Legacy Health,300 - Legacy Meridian Park Hospital,TUALATIN,OR,6211,Offices of Physicians except Mental Health Specialists,1000+,1003,1343834,0,13,1672,1.93,3.72,139.3,46,0.46,0.74,2.61,4.23,0.97,0.8636
911223280,COSTCO WHOLESALE,1285   LINCOLN NE WHSE,LINCOLN,NE,4552,Wholesale Grocer,100-249,223,342924,0,14,79,8.17,8.75,11.3,619,2.50,3.13,2.61,3.26,1.83,0.9466
480807105,TVH Parts Co,TVH Parts Co. America's HQ,OLATHE,KS,4238,Industrial machinery and equipment (except electrical) merchant wholesalers,250-999,783,1314574,0,25,64,3.80,4.11,16.0,104,0.93,1.46,2.61,4.07,1.3,0.8605
131502798,American Airlines Group AA-MSP-MINNEAPOLIS,AA-MSP-MINNEAPOLIS-MSP-TRML AA-MSP-MINNEAPOLIS,ST. PAUL,MN,4811,Scheduled Air Transportation,100-249,171,215049,0,22,1020,20.46,22.32,48.6,188,5.82,7.85,2.61,3.51,1.48,0.8922
382726351,Royal Technologies,8373_19061,CULLMAN,AL,3261,,250-999,255,506608,0,10,52,3.95,5.53,52.0,329,1.13,1.51,2.61,3.48,1.47,0.9106
463456667,"Epic Personnel Partners, LLC",Epic Daytona,DAYTONA,FL,5613,Employment placement agencies or services,250-999,326,802251,0,15,734,3.74,5.24,48.9,95,0.69,1.43,2.61,5.46,0.69,0.6981
582480149,United Parcel Service Inc,TXWIC - WICHITA FALLS,WICHITA FALLS,TX,4921,Couriers and Express Delivery Services,100-249,111,148078,0,15,798,20.26,21.61,66.5,1273,6.60,7.77,2.61,3.07,1.83,0.9377
853192388,E and E Logistics,E and E Logistics,REDMOND,WA,4921,"Courier services (i.e., intercity network) (except establishments operating under a universal service obligation)",100-249,100,128209,0,13,602,20.28,20.28,66.9,1273,6.60,7.77,2.61,3.07,1.83,0.9385
366005820,City of Chicago,CPD-3rd District Police Station | 7040 S. Cottage Grove Ave.,CHICAGO,IL,9221,Police Protection,250-999,311,622000,0,47,3481,15.11,19.94,74.1,247,4.60,5.78,2.61,3.28,1.3,0.8932
833805070,Whisper Cove,Whisper Cove Assisted Living,KAYSVILLE,UT,6233,Assisted-living facilities without on-site nursing care facilities,100-249,100,82311,0,5,1,12.15,19.44,1.0,852,3.43,4.65,2.61,3.55,1.41,0.9267
417600000,US Postal Service,ROSENBERG_1379909,ROSENBERG,TX,4911,Mail and Parcel Delivery,20-49,44,75796,0,5,80,13.19,13.19,26.7,3667,3.82,5.06,2.61,3.45,1.51,0.8851
417600000,US Postal Service,MARY ALICE HENRY_1372047,CHICAGO,IL,4911,Mail and Parcel Delivery,20-49,42,90921,0,6,49,13.20,15.40,12.3,3667,3.82,5.06,2.61,3.45,1.51,0.8855
